GREAT MALVERN BELLE VUE HOUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SO774460,Long,-2.331432,Lat,52.111858,Elevation,520,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,,,,,,,,,,0.6,3.05,1.84,1.91,1.92,2.3,4.09,0.62,2.16,0.56,4.35,4.13,1.9,1.3,3,2.76,1.13,4.41,1.19,0.86,1.05,2.55,0.96,5.35,4.58,0.81,3.08,1.25,1.37,2.6,4.01,3.5,3.09,4.28,1.28,3.88,1.93,3.77,3.46,4.57,1.45,5.1,1.52,3.08,,,,,,,,
February,,,,,,,,,,1.21,0.6,0.1,1.4,3.1,2.55,0.1,0.34,2.79,1.23,2.97,5.21,1.17,1.55,2.01,4.67,0.97,1.8,0.91,1.16,0.47,3.52,1.71,2.39,1.07,2.21,3.63,4.66,0.98,1.27,3.85,1.01,0.24,3.18,5.94,0.57,3.06,2.37,3.13,2.27,0.76,0.68,2.14,0.15,,,,,,,,
March,,,,,,,,,,2.81,1.12,1.43,0.84,0.26,1.35,2.09,2.88,3.52,0.43,0.47,1.16,1.78,1.73,3.37,1.54,4.13,1.31,0.81,2.99,3.63,0.99,2.15,4.23,5.05,3.19,0.97,3.68,2.29,1.48,5.13,3.33,1.21,2.33,1.88,2.09,0.49,0.58,2.96,3.36,0.09,2.53,0.17,1.8,,,,,,,,
April,,,,,,,,,,4.51,1.18,1.62,0.77,0.34,1.8,2.2,0.92,1.87,1.72,2.08,1.29,2.46,2.52,2.09,1.38,3.32,1.28,2.01,3.84,2.45,2.26,1.39,0.09,3.95,1.48,1.06,1.24,1.24,3.11,2.07,4.78,1.14,2.48,2.86,3.2,1.92,2.57,1.62,1.37,0.97,3.14,3.66,3.96,,,,,,,,
May,,,,,,,,,,3.59,2.03,3.49,1.76,1.79,3.21,1.17,0.23,0.78,3.65,2.54,2.35,0.92,2.22,4.81,2.01,0.52,2.64,3.16,2.35,1.18,1.67,1.34,2.79,3.1,1.57,3.74,3.49,4.71,1.75,1.19,1.89,1.3,0.78,2.05,8.11,3.22,3.96,1.53,1.19,1.98,2.18,4.58,7.46,,,,,,,,
June,,,,,,,,,,0.4,2.09,2.49,1.94,1.03,2.36,1.2,1.96,2.67,0.83,1.74,2.43,3.12,3.27,4.46,0.7,3.88,3.69,2.69,1.31,4.02,3.17,2.07,5.21,0.78,3.27,1.15,1.72,2.7,1.17,0.89,3.02,0.66,0.95,0.36,2.81,0.01,1.41,3.61,2.66,1.87,1.76,4.62,1.79,,,,,,,,
July,,,,,,,,,,2.61,2.38,1.86,2.44,1.8,2.79,2.98,1.61,1.14,1.17,1.11,2.33,2.49,1.51,3.28,2.26,0.83,1.03,3.51,2.4,3.11,1.84,0.33,4.01,0.93,4.56,5.84,2.11,2.33,2.8,3.5,4.88,0.52,5.34,3.4,5.02,3.2,2.41,3.72,1.45,2.17,3.42,3.3,1.94,,,,,,,,
August,,,,,,,,,,2.96,2.51,5.45,2.52,1.71,3.06,2.27,1.36,4.24,2.75,1.47,3.57,2.63,4.51,3.96,1.8,6.32,0.8,2.5,3.38,2.04,6.06,1.55,9.5,2.06,1.57,4.07,3.15,6.23,1.39,2.68,0.69,4.11,3.2,2.15,3.04,2.49,3.09,4.6,2.08,1.54,3.64,5.49,3.68,,,,,,,,
September,,,,,,,,,,1.54,0.93,1.02,2.76,1.01,4.31,0.55,4.97,2.42,0.69,2.54,0.75,1.61,2.76,3.01,2.74,1.61,0.91,0.59,2.08,3.5,0.7,1.63,0.93,3.64,1.37,0.72,1.17,1.93,6.02,1.86,2.64,1.12,2.88,2.02,5.5,4.23,0.56,4.88,0.83,0.79,4.67,2.5,3.54,,,,,,,,
October,,,,,,,,,,2.84,1.36,7.68,1.66,2.13,3.06,2.93,2.15,1.57,4.2,2.9,2.75,1.6,3.04,6.2,0.61,1.62,5.84,7.66,1.98,3.73,3.8,2.18,3.52,4.86,1.83,4.35,4.49,3.33,1.32,2.46,2.85,1.66,0.39,5.55,5.1,3.24,2.82,2.23,5.37,4.49,2.88,0.97,4.09,,,,,,,,
