MARKET HARBOROUGH (SHREWSBURY AVENUE),,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2492/6,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,,,,1.64,1.02,3.77,3.68,2.89,5.19,2.88,,
February,,,,0.41,2.08,2.27,3.09,0.92,0.99,2.88,,
March,,,,1.68,0.52,1.50,2.53,0.22,1.62,2.16,,
April,,,,2.08,3.41,2.09,3.01,0.09,1.90,2.13,,
May,,,,1.30,0.63,1.55,3.40,1.66,0.89,1.70,,
June,,,,0.63,3.52,4.11,1.13,1.76,2.29,0.94,,
July,,,,1.14,0.51,5.50,1.65,4.37,3.04,3.09,,
August,,,,1.50,2.72,0.96,1.65,3.30,4.44,0.22,,
September,,,,1.66,3.71,2.19,1.41,1.81,0.76,1.26,,
October,,,,1.51,3.20,1.69,2.15,2.57,4.16,3.50,,
November,,,,2.16,4.29,2.23,1.53,2.70,3.46,6.28,,
December,,,,4.51,2.95,1.84,1.91,3.45,1.29,1.89,,
Total,,,,20.22,28.56,29.70,27.14,25.74,30.03,28.93,,
Calc annual,0.00,0.00,0.00,20.22,28.56,29.70,27.14,25.74,30.03,28.93,,
Difference,NaN,NaN,NaN,0.00,0.00,-0.00,0.00,0.00,-0.00,-0.00,,
