"SELBY, BRAYTON WW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SE585305,Long,-1.113978,Lat,53.76757,Elevation,173,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3264/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,1.3,0.7,2.92,2.18,0.95,2.09,0.68,1.62,1.02,2.42,1.91,1.79,2.14,1.59,2.04,1.37,2.4,1.37,4.79,1.74,3.04,2.04,1.7,2.17,1.52,1.72,3.19,3.03,1.9,4.23,0.4,3.47,2.56,3.06,2.52,2.11,2.18,2.84,4.79,0.85,1.27,1.5,1.55,0.49,1.48,1.73,3.66,1.13,2.11,2.02,4.71
February,1.25,0.67,0.93,0.68,0.69,1.74,2.62,0.46,2,1.57,1.4,0.2,2.26,3.61,0.68,3.14,1.92,0.97,1.86,0.39,0.63,1.95,0.43,3.56,0.17,2.13,2.07,2.96,1.46,0.9,2.24,2.36,1.03,0.58,1.51,1.83,2.31,1.73,1.07,0.69,3.91,2.39,0.34,1.88,1.99,1.76,1.52,1.98,3.35,0.12,1.55
March,0.4,0.23,2.05,1.44,1.46,0.57,3.01,0.93,1.02,2.63,1.56,0.83,1.52,0.81,1.22,0.99,0.65,1.4,2.36,0.25,1.91,0.68,1.3,2.87,3,0.98,1.31,2.53,0.28,1.99,1.81,2.36,1,0.59,0.39,0.69,0.9,4.27,0.66,1.25,1.19,2.56,1.83,0.36,1.54,1.96,0.94,1.55,1.87,0.76,1.49
April,2.34,1.22,0.03,1.88,0.19,0.81,0.99,0.97,1.04,1.21,3.4,1.01,1.85,1.83,1.42,1.96,1.57,2.28,0.94,0.73,2.12,3.16,2.26,1.51,2.4,2.24,1.42,4.07,0.06,1.36,1.9,1.25,0.95,0.94,2.52,1.61,1.36,1.93,1.62,2.09,2.7,0.89,1.24,1.91,0.29,1.4,2.14,0.24,0.62,2.89,0.85
May,1.45,1.02,2.56,1.21,1.16,1.27,2.22,1.69,1.86,1.06,2.26,1.14,0.67,2.68,3.02,4.43,2.24,1.32,2.41,1.01,0.96,2.95,4.06,2.52,1.37,0.61,1.52,3,2.33,1.91,0.65,1.62,2.22,1.93,0.86,1.41,1.7,1.87,1.62,1.61,2.03,4.53,1.29,1.38,2.67,3.1,0.6,0.92,2.47,0.69,0.66
June,2.2,2.83,3.86,0.56,2.74,0.3,1.21,1.3,1.37,0.35,1.66,0.04,1.49,1.14,2.79,0.03,3.44,2.68,3.98,1,1.75,5.56,0.41,1.99,2.29,2.09,4.01,2.53,2.05,1.18,0.54,0.41,1.25,1.58,2.39,3.09,1.98,2.47,2.55,0.52,0.98,0.94,1.4,1.22,1.8,2.2,2.26,1.83,3.73,0.94,0.64
July,3.59,0.22,3.35,0.52,2.72,2.74,1.83,0.7,3.33,3.38,5.1,0.61,3.98,2.99,3,0.92,2.3,3.81,0.26,1.86,5.64,4.68,4.25,1.22,1.58,0.38,3.72,2.26,2.98,4.92,5.49,3.35,1.78,0.8,2.51,1.65,2.92,1.6,0.94,2.85,2.1,2.43,1.46,2.08,1.83,0.9,3.51,3.71,4.14,1.1,4.35
August,1.9,1.25,4.42,0.68,1.53,2.55,2.5,4.34,1.54,2.24,1.39,3.35,3.58,2.59,3.15,2.28,2.62,4.08,3.65,2.79,3.18,4.22,2.13,0.37,1.24,2.18,1.29,0.44,3.89,1.73,1,2.44,3.34,2.15,3.33,2,4.15,0.42,4.53,1.72,3.88,5.43,1.84,3.07,4.38,0.84,5.56,4.51,2.63,0.33,2.7
September,0.16,2.07,1.18,1.19,0.67,1.01,1.21,0.74,4.83,1.49,1.28,1.23,1.89,2.11,1.96,2.78,1.12,3.92,0.15,0.62,4.03,2.74,1.97,1.9,2.52,4.4,2.02,1.47,1.72,1.47,1.53,0.45,1.56,3.61,4.23,1.1,3.63,1.38,1.58,0.45,2.71,1.56,2.3,0.99,2.17,1.31,2.25,3.46,2.5,0.22,3.15
October,2.21,1.41,2.19,2.7,1.56,0.84,2.49,2.87,1.28,1.73,0.92,1.27,1.24,1.32,3.36,2.65,1.99,1.8,4.17,3,2.45,1.12,3.67,3.93,1.55,4.29,1.51,3.08,3.02,2.16,2.93,2.23,1.71,1.17,2.25,2.8,0.96,0.91,1.02,2.39,1.35,1.6,2.1,1.45,2.9,1.7,1.23,1.51,1.26,2.06,6.17
November,2.09,2.37,1.22,1.53,1.81,1.5,1.85,1,1.19,1.85,0.87,2.08,1.06,1.76,1.84,1.45,3.33,2.49,3.06,3.66,3.44,4.39,1.76,2.28,2.19,4.7,2.62,2.12,2.84,3.89,4.26,3.06,1.56,1.99,3.56,0.32,4.78,1.35,0.76,3.11,3.97,4.97,1.47,1.64,4.21,1.66,0.65,2.11,0.78,3.09,4.67
December,1.88,2.86,1.55,1.07,3.81,5.24,1.97,0.93,3.39,3.26,2.03,2.35,2.63,2.58,2.34,2.59,0.89,2.37,1.45,3.93,2.42,0.48,1.07,0.52,4.51,2.88,1.04,2.57,3.51,1.97,2.53,0.56,1.24,1.2,1.49,1.42,2.11,1.91,1.86,1.86,1.59,2.02,1.2,1.45,1.88,2.48,2,2.25,3.28,2.6,2.01
Total,20.77,16.85,26.26,15.64,19.29,20.66,22.58,17.55,23.87,23.19,23.78,15.9,24.31,25.01,26.82,24.59,24.47,28.49,29.08,20.98,31.57,33.97,25.01,24.84,24.34,28.6,25.72,30.06,26.04,27.71,25.28,23.56,20.2,19.6,27.56,20.03,28.98,22.68,23,19.39,27.68,30.82,18.02,17.92,27.14,21.04,26.32,25.2,28.74,16.82,32.95
