"BECKENHAM CROYDON RECREATION GROUND",,,,,,,,,,,,
Grid ref,TQ368690,Long,-0.034690,Lat,51.403539,,,,,,,
Station no,400,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,1.12,1.28,1.27,,
February,,,,,,,,1.60,1.49,1.05,,
March,,,,,,,,1.02,2.82,4.11,,
April,,,,,,,,3.28,2.78,2.14,,
May,,,,,,,,1.80,2.14,1.35,,
June,,,,,,,,1.94,2.63,3.89,,
July,,,,,,,,0.73,3.76,5.22,,
August,,,,,,,,2.33,3.68,2.08,,
September,,,,,,,,0.49,1.73,3.35,,
October,,,,,,,,3.55,2.25,4.44,,
November,,,,,,,,2.70,0.93,1.00,,
December,,,,,,,,2.89,2.95,3.09,,
Total,,,,,,,,23.45,28.44,32.99,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.45,28.44,32.99,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,,
