BECKENHAM-CROYDON-ROAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ368690,Long,-0.03469,Lat,51.403539,Elevation,110,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,1.12,1.28,1.27,2.44,1.32,3.77,3.72,0.79,4.27,1.23,1.44,3.46,3.26,2.95,1.77,2.85,1.67,2.72,2.01,2.72,2.77,3.69,1.07,3.64,1.79,2.92,1.4,1.69,1.1,4.15,4.31,2.51,4.53,1.91,2.22,2.13,5.36,1.58,1.77,1.6,1.76,2.78,0.99,1.05,2.79,1.85,0.99,1.35,2.97,3.83,1.31,1.96,2.38,1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,1.6,1.49,1.05,4.11,1.31,2.17,1.01,3.95,4.68,5.25,1.1,0.92,3.21,0.69,0.22,2.27,3.82,0.93,4.3,2.87,4.62,1.57,0.57,0.77,2.09,0.39,1.88,0.23,2.78,1.78,4.14,0.66,1.48,1.36,1.5,0.79,1.78,0.86,1.29,2.08,1.76,1.6,1.04,4.25,6.88,1.12,1.51,2.1,1.57,0.27,2.66,2.42,0.07,1.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,1.02,2.82,4.11,1.4,2.23,4.04,3.59,4.76,0.68,4.8,1.77,1.14,4.33,1.77,1.31,1.89,2.42,0.82,0.75,0.31,2.56,2.34,0.07,1.48,0.47,1.83,2.32,2.23,0.34,0.88,3.62,0.62,1.25,3.04,2.84,1.91,0.28,0.09,1.07,1.21,4.89,0.92,0.8,0.76,2.72,2.61,0.49,1.83,1.08,1.01,0.84,1.47,1.81,1.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,3.28,2.78,2.14,1.99,2.38,0.09,2.93,1.02,1.86,1.63,2.59,4.63,3.32,3.15,1.35,3.6,1.83,3.84,2.37,4.85,2.03,1.74,1.46,1.92,5,2.24,0.71,3.06,2.64,1.74,2.31,0.21,2.77,1.8,1.43,1.07,1.18,1.24,1.04,1.76,1.75,1.55,1.59,3.29,2.27,1.14,2.33,0.29,0.27,1.14,0.29,1.37,1.81,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,1.8,2.14,1.35,2.43,1.25,1.42,1.2,1.49,3.29,2.44,2.21,2.31,0.12,0.66,1.37,2.26,2.58,3.36,2.08,1.44,1.41,2.9,1.74,4.96,3.82,3.85,1.99,0.76,1.44,0.45,2.4,1.42,1.99,1.49,1.7,2.94,2.49,0.4,2.38,3.66,1.26,2.22,1.72,1.45,2.36,2.25,1.48,2.06,4.03,0.34,1.1,1.98,0.77,2.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,1.94,2.63,3.89,3.07,2.29,3.54,0.27,2.44,0.65,3.28,2.35,1.04,1.36,2.04,0.31,1.73,0.57,2.67,0.25,3.81,3.87,2.51,1.1,0.91,1.97,0.86,1.76,0.95,3,3.56,2.15,0.49,0.97,0.74,2.1,0.96,1.5,1.93,1.57,2.35,2.73,2.13,0.91,1.36,1.03,1.85,1.61,3.95,1.91,2.78,0.91,4.42,0.87,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,0.73,3.76,5.22,2.72,0.53,1.71,1.26,2.15,3.6,1.15,6.1,6.82,2.66,4.01,0.13,2.79,3.06,3.7,4,2.43,2.88,2.48,2.34,2.43,4.46,3.3,1.74,3.36,1.04,3.38,0.41,1.88,2.93,2.67,2.67,2.03,1.55,1.04,3.32,1.92,1.03,1.07,1.41,2.55,1.87,0.78,3.14,2.09,0.21,4.48,2.32,1.79,1.33,3.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,2.33,3.68,2.08,2.65,2.06,5.64,2.55,1.74,4.23,3.84,5.01,1.17,3.25,1.72,0.88,2.64,2.95,3.51,2.62,2.57,4.38,2.78,2.83,4.54,6.31,1.04,0.65,2.05,1.8,0.41,1.25,2.92,3.17,0.06,3.95,2.11,1.28,2.46,1.36,4.56,0.21,5.02,1.2,1.13,3.05,2.91,1.7,2.8,0.74,2.81,3.9,3.48,1.21,2.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,0.49,1.73,3.35,1.47,1.14,3.27,1.72,0.95,2.32,1.23,2.04,5.64,1.14,4.07,1.83,2.28,1.5,3.33,2.82,1.71,5.8,0.86,0.15,5.62,1.93,1.69,2.69,1.12,3.08,1.94,1.96,2.62,1.29,1.27,0.62,1.55,1.67,2.7,1.07,2.81,1.43,1.51,0.67,2.71,2.47,3.37,2.87,1.81,2.32,2.32,2.58,4.61,0.07,4.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,3.55,2.25,4.44,3.02,4.2,2.97,4.17,1.35,2.47,4.03,3.45,2.1,0.95,1.11,0.93,1.4,6.19,3.35,3.15,3.31,1.37,4.58,3.72,1.51,0.76,5.68,1.53,1.59,3.03,2.31,2.83,2.34,6.71,2.55,0.59,3.7,2.66,3.02,2.12,1.01,0.17,1.72,5.67,0.34,0.92,2.84,4.07,1.71,3.4,1.18,1.65,2.84,2.02,5.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
