"COBHAM HATCHFORD",,,,,,,,,,,,
Grid ref,TQ092580,Long,-0.434674,Lat,51.310647,,,,,,,
Station no,RR4870,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.15,1.29,0.92,2.56,2.94,1.23,3.88,1.18,1.27,0.83,,
February,5.41,1.77,0.73,1.25,3.62,0.62,1.87,1.53,0.87,0.25,,
March,1.17,2.40,1.78,2.73,1.50,3.79,1.38,0.94,3.18,4.03,,
April,0.84,2.12,0.94,1.61,1.33,1.12,0.34,3.51,2.11,1.83,,
May,1.64,0.41,2.08,3.91,2.12,0.66,1.21,1.57,1.78,1.35,,
June,2.18,0.91,3.69,6.73,1.06,4.83,2.51,2.42,2.00,3.73,,
July,1.66,2.87,1.65,4.84,1.67,0.78,0.77,1.26,1.91,3.05,,
August,2.10,1.73,4.08,4.95,0.93,2.43,1.02,2.26,3.24,2.41,,
September,0.59,1.55,0.76,3.86,2.12,2.22,2.29,0.91,1.25,3.45,,
October,2.11,2.23,1.90,5.54,2.06,1.27,4.16,4.18,2.34,4.86,,
November,2.25,0.62,2.47,2.23,1.49,3.48,4.00,2.12,0.85,0.66,,
December,2.62,3.97,1.34,2.28,2.67,0.77,1.47,2.28,2.27,2.98,,
Total,25.72,21.87,22.34,42.49,23.51,23.20,24.90,24.16,23.07,29.43,,
Calc annual,25.72,21.87,22.34,42.49,23.51,23.20,24.90,24.16,23.07,29.43,,
Difference,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
