ALNWICK CASTLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NU186135,Long,-1.707751,Lat,55.415071,Elevation,178,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,3.38,0.91,0.53,,,,,1.22,3.4,1.49,1.2,1.27,1.97,1.32,1.61,1.85,2.65,6.54,1.22,2.48,0.82,3.05,3.6,2.17,1.36,3.82,2.21,0.8,2.17,1.04,1.82,1.39,3.56,2.19,3.77,4.07,1.83,2.61,1.45,3.27,3.7,4.86,2.15,3.93,3.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,1.27,5.68,2.27,,,,,1.28,1.03,0.59,1.29,1,1.92,0.1,2.4,3.38,4.56,1.75,0.46,1.42,1.02,1.78,5.62,2,1.73,1.89,2.68,1.16,1.47,1.55,1.13,2.44,3.01,0.92,2.85,0.86,1.77,3.94,2.68,1.26,1.1,2.31,1.62,0.18,2.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,0.99,1.14,1.87,,,,,2.09,3.81,1.96,4.39,3.05,2.54,3.95,1.77,0.7,0.85,2.83,2.52,3.91,1.94,3.52,1.75,2.22,1.29,1.62,1.69,2.27,1.65,1.25,3.21,6.35,0.77,2.72,2.06,3.38,3.08,2.4,4.13,2.36,0.93,2.38,3.59,1.1,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,1.27,2.92,1.44,,,,,3.17,1.78,0.92,2.43,3.79,0.6,0.9,1.09,0.54,1.08,1.51,0.94,1.65,4.03,2.45,1.47,1.67,1.53,1.95,1.27,2.53,1.12,2.41,2.48,3,1.93,1.41,0.14,3.18,0.71,0.78,1.65,3,2.73,1.96,3.03,1.12,3.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,3.87,2.58,2.23,,,,,4.23,3.04,1.92,1.04,2.16,2.23,2.24,3.1,1.19,2.97,0.82,0.99,1.39,1.8,2.53,0.84,3.13,3.02,1.66,2.93,0.83,7.7,4.28,1.8,2.02,2.51,1.03,2.03,3.74,1.42,1.52,2.89,1.77,3.23,0.54,4.5,1.6,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,,2.65,3.96,1.82,,,,,0.89,1.44,0.24,2.59,0.59,3.1,0.68,3.55,1.41,2.53,2.65,1.78,3.12,1.27,1.15,3.86,1.43,2.66,2.58,2.06,0.96,1.69,3.07,0.65,1.99,0.89,5.85,5.78,2.8,3.24,0.75,2.56,0.99,0.39,0.78,1.08,1.03,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,,0.64,5.54,3.8,,,,,1.77,3.54,2.57,4.36,3.61,2.12,1.87,1.85,2.68,1.78,5.73,2.79,3.37,0.9,2.76,1.71,2.36,2.62,5.21,1.3,1.04,2.57,1.04,2.26,2.54,2.3,0.57,4.47,0.55,2.1,2.66,4.33,1.69,3.27,1.06,3.42,2.57,5.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,,5.05,4.43,0.54,,,,,1.61,1.06,2,2.14,4.93,6.84,5.78,4.55,1.78,2.73,3.39,1.97,3.1,1.88,0.89,6.5,2.46,1.91,3.2,3.65,4.4,4.42,2,2.1,3.31,3.73,2.51,4.97,0.91,1.93,4.68,3.06,7.09,1.46,2.76,2.6,4.89,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,,2.66,0.92,4.69,,,,,3.49,2.08,4.95,1.6,1.93,1.95,3.66,2.25,2.35,1.19,0.45,3.76,3.1,0.75,3.15,0.85,1.73,1.04,2.59,1.24,1.87,0.52,0.42,2.06,2.63,1.24,2.21,2.91,2.62,1.13,2.4,2.13,0.89,5.32,1.6,2.51,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,,2.83,0.83,3.45,,,,,4.12,4.51,2.36,0.96,4.97,2.5,3.36,4.98,1.28,6.33,6.45,8.29,1.99,4.18,2,6.49,1.69,1.78,8.67,0.72,4.35,6.78,5.36,2.29,2.72,2.89,3.96,3.5,1.51,2.72,2.22,3.58,2.44,3.54,5.09,2.22,4.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,,,,,,8.57,2.55,4,,,,,2.29,4.37,3.41,5.51,0.5,4.99,3.7,1.6,2.94,1.36,2.79,3.3,3.15,4.38,2.03,4.06,5.17,1.9,3.35,4.27,6.63,2.72,2.31,1.54,1.12,4.87,2.91,2.97,1.73,4.13,2.07,4.06,1.73,1.18,5.24,1.11,2.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,,,,,,,4.03,1.9,3.87,,,,,1.19,3.45,4.11,1.73,1.9,2.11,4.1,1.37,1.58,2.18,2.57,6.44,2.94,1.95,3.48,2.12,4.74,4.47,3.17,2.34,0.63,4.36,3.1,2.26,4.12,2.86,3.87,1.42,1.38,4.29,6.52,4.89,3.04,2.52,4.48,5.11,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,,,,,,,37.21,33.36,30.51,,,,,27.35,33.51,26.52,29.24,29.7,32.87,31.66,30.12,21.68,30.21,37.48,34.46,31.62,24.92,28.79,38.87,30.77,25.31,39.71,26.36,27.47,37.17,27.83,23.6,33.63,30.56,30.15,36.87,26.73,28.35,32.55,37.41,29.53,29.37,33.06,32.94,25.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
