HYTHE (BUTTS ASH LANE),,,,,,,,,,,,
Grid ref,SU422061,Long,-1.401878,Lat,50.852884,,,,,,,
Station no,642/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.23,2.71,1.08,2.73,3.79,5.33,3.46,5.32,,,,
February,6.22,0.76,1.50,3.65,2.00,0.18,4.57,3.20,,,,
March,4.37,2.88,0.67,3.77,1.31,0.62,2.32,1.72,,,,
April,3.31,2.36,1.95,0.25,0.41,1.96,0.05,0.72,,,,
May,2.41,3.06,2.78,2.24,4.92,0.39,1.19,2.90,,,,
June,1.56,1.12,2.68,3.70,3.31,2.41,1.29,3.77,,,,
July,2.19,0.53,4.13,3.13,0.92,2.62,4.07,2.19,,,,
August,5.95,3.66,2.32,3.82,0.85,4.21,4.40,4.62,,,,
September,3.63,4.77,3.82,2.98,1.99,5.15,3.38,5.16,,,,
October,1.35,5.55,4.75,3.30,5.10,1.67,2.58,3.49,,,,
November,9.75,4.06,1.51,6.88,3.07,0.72,2.93,2.68,,,,
December,3.16,2.88,0.81,3.26,4.79,5.38,2.52,4.40,,,,
Total,48.13,34.34,28.00,39.71,32.46,30.64,32.76,40.17,,,,
Calc annual,48.13,34.34,28.00,39.71,32.46,30.64,32.76,40.17,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,NaN,NaN,,
