HYTHE (BUTTSASH LANE),,,,,,,,,,,,
,,,,,,,,,,,,
Station no,642/5,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,2.17,2.74,2.19,3.01,0.78,5.42,6.91,4.15,5.59,3.19,,
February,2.10,0.08,3.36,0.05,3.25,2.83,5.64,0.54,1.26,3.86,,
March,1.02,1.32,3.79,3.01,0.88,2.32,3.55,0.34,1.11,3.50,,
April,2.82,3.03,0.97,2.02,3.22,1.94,3.16,0.02,1.71,1.00,,
May,3.08,5.24,1.70,0.89,0.99,0.64,2.79,1.36,1.26,0.55,,
June,2.25,1.64,0.90,1.41,3.88,-999.00,1.16,0.63,1.77,0.21,,
July,3.97,3.77,1.95,0.88,2.82,4.98,1.36,2.25,4.60,4.23,,
August,3.89,1.17,0.85,3.63,3.40,0.38,0.98,2.51,2.05,0.06,,
September,1.80,3.46,2.78,2.90,4.14,3.35,1.99,1.20,1.92,1.86,,
October,0.66,6.41,2.12,1.81,5.70,1.12,3.58,4.07,6.75,4.48,,
November,4.34,2.08,0.57,3.05,8.25,4.55,2.48,5.12,6.72,8.90,,
December,0.65,1.51,0.79,10.01,4.00,3.61,5.47,3.74,2.07,2.46,,
Total,28.75,32.45,21.97,32.67,41.31,34.10,39.07,25.93,36.81,34.30,,
Calc annual,28.75,32.45,21.97,32.67,41.31,31.14,39.07,25.93,36.81,34.30,,
Difference,0.00,0.00,0.00,0.00,0.00,2.96,0.00,0.00,0.00,-0.00,,
