HAZELBURY BRYAN,,,,,,,,,,,,
Grid ref,ST737099,Long,-2.375266,Lat,50.887982,,,,,,,
Station no,1621/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.31,2.83,1.01,2.16,3.57,5.91,3.90,3.89,5.64,4.19,,
February,6.17,0.84,1.99,3.82,2.66,0.27,4.88,3.40,0.32,3.98,,
March,4.60,2.90,0.79,5.06,1.80,1.09,2.54,1.33,4.44,2.17,,
April,3.33,2.25,3.08,0.19,0.84,1.14,0.57,0.65,3.25,2.55,,
May,3.43,3.32,2.92,2.17,4.46,0.54,1.80,2.45,1.71,1.68,,
June,0.51,2.14,2.81,3.18,2.34,2.59,2.33,4.25,1.33,1.87,,
July,2.41,0.94,3.11,2.98,3.64,2.10,4.20,1.85,1.24,4.65,,
August,6.03,4.36,1.82,2.89,0.72,4.07,3.38,3.11,1.52,4.61,,
September,3.63,4.93,3.25,3.73,1.25,5.01,3.67,4.55,0.12,4.71,,
October,1.00,4.66,4.37,2.88,3.45,1.88,2.74,3.09,3.62,10.12,,
November,10.71,3.82,2.10,7.85,4.65,0.95,2.70,2.98,5.04,5.78,,
December,4.32,2.95,0.93,3.67,5.70,6.96,3.45,4.88,10.50,4.20,,
Total,50.45,35.94,28.18,40.58,35.08,32.51,36.16,36.43,38.73,50.51,,
Calc annual,50.45,35.94,28.18,40.58,35.08,32.51,36.16,36.43,38.73,50.51,,
Difference,0.00,-0.00,0.00,0.00,-0.00,0.00,-0.00,-0.00,0.00,-0.00,,
