"HORFIELD",,,,,,,,,,,,
Grid ref,ST589763,Long,-2.593282,Lat,51.484150,,,,,,,
Station no,2190,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.66,2.59,0.89,2.35,4.06,4.01,3.48,2.61,3.52,3.62,,
February,4.05,0.56,1.49,3.63,1.75,0.21,3.31,3.62,0.32,2.13,,
March,3.16,1.45,1.05,3.55,1.27,0.63,2.78,1.40,2.59,2.07,,
April,3.34,1.29,3.53,0.67,1.11,1.83,0.04,1.08,2.96,1.40,,
May,2.81,4.00,1.97,2.38,3.71,0.54,2.15,3.09,1.25,0.98,,
June,0.59,3.09,1.63,4.36,3.49,2.57,1.94,3.81,2.40,1.86,,
July,1.14,0.83,4.13,3.57,0.13,2.47,3.81,2.18,2.84,4.52,,
August,4.64,4.52,5.33,3.42,0.93,5.73,3.18,2.96,2.08,5.40,,
September,2.42,3.12,3.41,5.26,1.10,3.12,3.72,5.93,0.15,4.40,,
October,0.63,5.14,2.49,4.10,1.44,1.37,3.17,2.45,3.37,5.52,,
November,6.74,3.55,2.25,6.78,4.39,1.03,2.34,2.54,4.00,4.67,,
December,2.26,2.10,1.09,2.25,3.43,3.47,2.20,3.43,6.67,5.18,,
Total,35.44,32.24,29.26,42.32,26.81,26.98,32.12,35.10,32.15,41.75,,
Calc annual,35.44,32.24,29.26,42.32,26.81,26.98,32.12,35.10,32.15,41.75,,
Difference,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,,
