CATTERICK - TUNSTALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SE218959,Long,-1.6658,Lat,54.3587,Elevation,350,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR2287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899
January,,,,,,,2.57,3,2.28,3.82,2.06,1.41,3.14,2.1,1.61,3.3,0.49,4.29,2.96,1.64,0.3,0.69,1.48,3.53,4.32,1.67,3.04,1.85,0.45,,,0.57,1.02,,2.19,,,,,
February,,,,,,,2.73,1.23,1.45,2.76,2.56,1.82,2.45,1.06,1.4,0.93,2.77,0.8,1.36,2.15,2.34,5.61,0.88,2.8,1.62,1.59,0.29,0.91,1.52,,,0,2.09,,3,,,,,
March,,,,,,,2.08,2.03,1.5,1.58,1.51,0.69,3.27,2.19,1.33,0.57,3.07,3.43,0.8,1.1,0.54,1.33,2.25,1.85,2.37,1.86,2.09,1.28,3.09,,,1.62,2.2,,1.64,,,,,
April,,,,,,,2.28,3.19,2.26,2.06,0.59,2.76,2.09,0.6,0.62,0.94,2.89,3.6,1.21,2.3,1.6,1.23,3.84,2.19,1.47,1.73,2.36,0.75,0.64,,,3.56,0.96,,1.78,,,,,
May,,,,,,,1.05,1.84,0.93,4.18,0.9,0.85,0.84,2.62,1.63,1.01,0.64,1.73,5.1,1.47,1.41,0.74,0.8,1.69,0.71,1.85,4.45,0.5,0.29,,,1.73,0.89,,2.02,,,,,
June,,,,,,,2.71,1.23,0.32,1.12,2.35,3.21,3.8,0.48,0.74,3.31,2.71,1.4,2.73,4.75,1.65,3.33,3.36,2.28,0.67,1.13,0.19,0.1,1.9,,,0.33,2.46,,,,,,,
July,,,,,,1.61,3.19,2.37,0.98,0.77,0.95,3.28,4.75,2.62,1.4,4.88,3.18,3.05,0.81,3.7,5.92,3.92,3.57,2.86,3.82,1.54,3.86,0.99,3.83,,,2.5,1.23,2.87,,,,,,
August,,,,,,4.42,2.95,2.42,2.7,1,2.83,1.08,5.02,1.77,3.16,2.29,1.01,5.31,5.19,2.51,0.99,5.5,1.9,1.28,0.29,1.14,1.5,1.66,1.41,,,3.57,3.36,2.23,,,,,,
September,,,,,,0.37,3.81,1.57,4.99,4.36,0.44,4.69,4.3,1.59,3.21,2.28,4.43,2.44,1.87,1.36,5.1,3.7,1.51,3.44,2.55,2.51,2.64,3.32,0.99,,,2.05,1.73,1.64,,,,,,
October,,,,,,7.12,1.75,1.19,2.64,2.17,5.38,2.02,3.85,1.88,1.55,3.57,2.36,2.87,1.84,0.75,3.16,2.93,2.9,2.55,1.51,3.41,4.25,1.59,0.62,,,3.1,4.76,1,,,,,,
November,,,,,,2.85,1.95,1.41,2.13,2.26,2.52,1.33,5,1.5,2.12,5.57,3.61,2.53,3.31,1.63,2.71,4.01,2.93,1.84,2.31,0.64,3.19,2.42,3.67,,,2.96,1.11,1.47,,,,,,
December,,,,,,1.98,2.63,1.42,5.89,3.27,1.89,1.68,3.59,0.64,1.79,1.04,5.77,2.13,1.82,1.15,4.02,3.14,3.4,0.69,2.18,0.94,3.87,0.95,1.35,,,2.79,0.44,2.14,,,,,,
Total,,,,,,,29.7,22.9,28.07,29.35,23.98,24.82,42.1,19.05,20.56,29.69,32.93,33.58,29,24.51,29.74,36.13,28.82,27,23.82,20.01,31.73,16.32,19.76,,,24.78,22.25,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1893 incomplete year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
