"CATTERICK TUNSTALL",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR2287,,,,,,,,,,,
,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,,
January,2.06,1.41,3.14,2.10,1.61,3.30,0.49,4.29,2.96,1.64,,
February,2.56,1.82,2.45,1.06,1.40,0.93,2.77,0.80,1.36,2.15,,
March,1.51,0.69,3.27,2.19,1.33,0.57,3.07,3.43,0.80,1.10,,
April,0.59,2.76,2.09,0.60,0.62,0.94,2.89,3.60,1.21,2.30,,
May,0.90,0.85,0.84,2.62,1.63,1.01,0.64,1.73,5.10,1.47,,
June,2.35,3.21,3.80,0.48,0.74,3.31,2.71,1.40,2.73,4.75,,
July,0.95,3.28,4.75,2.62,1.40,4.88,3.18,3.05,0.81,3.70,,
August,2.83,1.08,5.02,1.77,3.16,2.29,1.01,5.31,5.19,2.51,,
September,0.44,4.69,4.30,1.59,3.21,2.28,4.43,2.44,1.87,1.36,,
October,5.38,2.02,3.85,1.88,1.55,3.57,2.36,2.87,1.84,0.75,,
November,2.52,1.33,5.00,1.50,2.12,5.57,3.61,2.53,3.31,1.63,,
December,1.89,1.68,3.59,0.64,1.79,1.04,5.77,2.13,1.82,1.15,,
Total,23.98,24.82,42.10,19.05,20.56,29.69,32.93,33.58,29.00,24.51,,
Calc annual,23.98,24.82,42.10,19.05,20.56,29.69,32.93,33.58,29.00,24.51,,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,,
