GLANTON PIKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NU058142,Long,-1.909922,Lat,55.421677,Elevation,517,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,,,,4.45,1.66,3.14,3.15,5.31,3.24,3.14,1.96,1.88,2.86,2.46,2.2,3.29,1.14,4.11,3.14,1.4,0.75,0.74,1.18,2.19,3.46,1.66,3.9,1.6,1.23,1.09,2.06,3.65,1.26,1.31,1.76,,,,,,,,,,,0.56,2.23,0.51,1.88,1.64,2.97,1.7,3.35,3.52,2.6,2.18,1.94,3.45,3.53,3.67,2.4,5.44,4.12,1.73,2.32,1.83,2.13,2.25,4.07,,2.72,2.18,1.93,,,1.56,,,,,
February,,,0.48,0.45,0.76,1.52,3.45,1.06,2.06,1.9,3.06,2.25,3.33,2.05,1.72,1.85,3.51,1.66,1.48,4.22,2.35,2.43,1.73,2.22,1.72,1.02,1.26,0.76,1.15,1.35,1.86,1.36,2.82,2.87,2.86,,,,,,,,,,,0.83,1.05,1.61,1.73,2.63,2.57,1.13,3.06,1.15,2.56,4.21,3.12,1.03,1.33,2.08,1.58,0.28,1.97,4.29,1.02,3.85,1.51,0.95,1.49,,2.12,1.58,0.95,,,1.14,,,,,
March,,,4.16,1.6,5.08,1.75,3.72,2.81,1.44,1.65,1.13,1.47,3.28,1.46,1.84,1.2,3,4.49,1.39,1.68,1.86,2.64,1.82,2.9,2.05,1.81,2.79,1.96,4.03,2.26,4.24,3.94,1.56,0.62,0.97,,,,,,,,,,,2.02,1.53,1.54,3.83,5.85,0.77,3.05,1.93,3.33,2.9,2.38,4.91,2.5,0.92,2.83,3.04,1.55,2.24,1.39,0.58,1.66,0.62,3.12,3.61,,2.33,1.25,2.95,,,1.54,,,,,
April,,,0.44,1.27,1.43,0.82,2.79,2.23,3.72,1.27,0.72,3.64,4.02,0.91,1.59,1.29,5.5,4.05,2.19,3.11,1.74,1.31,3.62,1.48,1.6,3.18,1.73,1.03,1.78,4.02,0.99,1.61,0.71,0.56,1.51,,,,,,,,,,,2.38,1.04,3.49,2.72,3.39,1.61,1.55,0.18,3.13,0.56,0.61,1.53,3.09,1.44,1.78,2.96,0.78,2.26,2.33,1.51,1.73,1.04,2.09,1.55,,1.78,3.93,2.14,,,3.82,,,,,
May,,,2.51,2.05,2.53,4.89,1.05,2.01,0.92,2.66,1.62,0.99,3.15,2.16,1.28,1.8,1.5,3.32,2.19,2.24,1.95,3.37,3.81,3.14,1.74,2.59,3.35,1.82,1.04,1.58,1.78,2.1,3.25,1.69,3.12,,,,,,,,,,,0.74,6.66,3.64,1.98,1.59,2.02,0.61,1.25,3.3,2.25,1.51,3.3,1.92,2.69,0.63,3.49,1.72,1.18,2.45,4.44,2.6,1.46,2.26,1.5,,0.95,2.75,3.19,,,0.57,,,,,
June,,,3.67,4.08,1.91,0.28,1.2,1.56,0.59,2.2,1.53,2.81,1.84,1.1,1.61,1.81,2.51,1.87,2.64,4.73,1.48,1.76,3.69,3.18,1.89,1.19,1.68,0.44,2.5,0.4,3.78,0.34,4.26,1.21,2.33,,,,,,,,,,,0.96,2.04,3.33,0.51,1.64,1.26,5.59,4.64,1.17,3.94,0.91,3.08,1.07,0.46,1.46,0.83,0.72,1.47,1.15,2.44,0.26,2.15,4.37,5.01,,0.87,5.07,0.99,,,3.43,,,,,
July,,,1.57,0.43,0.92,3.7,5.72,4.63,0.68,0.99,0.83,4.51,4.33,1.75,2.15,2,0.89,4.26,0.92,6.82,3.69,2.73,2.63,4.86,4.97,1.38,3.98,2.65,5.05,3.35,3.95,3.01,1.9,3.81,1.85,,,,,,,,,,,0.94,1.22,2.26,3.09,2.07,3.67,0.85,3.63,0.78,1.7,4.7,4.19,1.32,3.42,1.22,3.85,2.51,4.97,1.89,4.15,1.89,1.91,3.18,1.94,,6.13,3.87,,,,0.77,,,,,
August,,,5.29,2.79,0.94,3.12,3.46,1.91,4.09,1.41,1.63,1.52,4.05,3.89,4.35,1.44,2.06,8.53,5.16,3.4,1.4,6.38,2.5,2.07,1.5,1.8,1.3,1.13,2.29,4.32,4.88,4.81,3.82,1.4,1.38,,,,,,,,,,,2.82,4.47,2.69,1.97,3.31,3.48,2.27,5.68,2.65,1.75,3.08,3.7,6.19,1.65,2.66,3.13,5.64,2.03,4.59,1.92,2.56,2.41,4.73,4.2,5.05,3.77,3.8,1.22,,,3.36,,,,,
September,,,0.82,4.33,1.47,0.17,3.62,1.58,4.27,3.48,1.26,2.31,6.37,2.67,2.66,3,4.26,2.79,2.79,1.06,4.71,4.6,1.63,4.12,2.58,3.45,2.2,5.26,1.15,1.67,1.51,3.91,1.72,1.55,1.84,,,,,,,,,,,2.06,0.51,0.52,2.1,2.67,1.11,2.04,2.98,2.09,1.08,2.14,2.94,1.46,5.43,1.63,1.92,1.53,3.5,1.88,2.52,3.68,3.51,4.64,1.42,0.76,3.6,3.03,3.46,,,2.76,,,,,
October,,,2.51,3.51,8.56,10.27,1.37,1.37,1.91,2.05,4,3.32,6.72,1.91,1.73,5.58,2.13,4.85,2.71,0.92,4.27,4.01,3.86,2.3,2.07,3.38,4.75,2.23,1.22,4.5,2.36,2.36,2.87,0.75,5.21,,,,,,,,,,,4.23,6.52,6.82,2.34,3.46,3.32,4.9,3.62,2.25,2.45,1.79,4.39,2.7,3.6,4.9,1.7,2.61,2.25,2.83,2.92,1.63,4.26,2.38,3.53,3.26,2.17,1.59,4.71,,,2.06,,,,,
