"LOGAN LEE, MIDLOTHIAN",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR8696,,,,,,,,,,,
,,,,,,,,,,,,
,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,,
January,,,,,,,,,,,,
February,,,,,,,,,3.00,,,
March,,,,,,,,,1.70,,,
April,,,,,,,,,,,,
May,,,,,,,,2.40,,,,
June,,,,,,,,1.40,,,,
July,,,,,,,,1.00,,,,
August,,,,,,,,0.75,,,,
September,,,,,,,,1.00,,,,
October,,,,,,,,3.00,,,,
November,,,,,,,,2.00,,,,
December,,,,,,,,2.00,,,,
Total,,,,,,,,,,,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.55,4.70,0.00,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
