SHREWSBURY-LONGDEN-ROAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SJ483112,Long,-2.7664307,Lat,52.695998,Elevation,250,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,1.91,2.24,1.78,3.55,1.2,4.26,1.42,2.53,1.49,2.62,1.02,3.39,2.65,3.08,5.42,3.1,3.42,2.74,4.42,,1.63,2.8,1.71,4.63,1.41,0.69,1.88,2.63,,,,,,,,
February,,,,,,3.59,1.76,1.61,1.9,0.57,0.73,1.87,0.11,2.51,0.18,3.04,1.91,3.38,0.49,1.24,2.64,2.81,0.56,1.04,,1.76,2.36,1.57,1.48,0.78,4.57,2.3,0.6,,,,,,,,
March,,,,,,0.79,0.36,2.09,1.79,0.38,3.25,0.29,1.97,1.75,1.3,0.89,1.51,1.91,0.35,1.58,2.24,2.67,1.83,1.01,,1.06,0.93,4.76,1.02,1.53,1.34,4.24,1.27,,,,,,,,
April,,,,,,1.37,1.59,1.96,1.14,0.56,2.57,3.36,3.65,0.78,2.37,2.79,1.62,1.97,0.12,1.76,3.54,0.98,1.24,1.38,,1.08,1.36,2.36,1.75,2.2,2.71,1.83,2.25,,,,,,,,
May,,,,,,2,3.46,1.13,1.36,1.7,1.87,4.56,4.14,1.42,1.37,0.82,1.12,1.41,1.5,0.93,3.12,2.02,4.18,2.81,,3.39,2.2,2.36,1.48,2.36,1.31,3.42,1.97,,,,,,,,
June,,,,,,0,1.15,3.89,2.98,2.13,0.79,4.11,0.78,2.38,1.2,2.03,3.54,1.18,1.87,1.31,2.79,3.54,0.77,1.56,,2.04,2.41,2.13,2.75,0.57,1.51,0.87,2.09,,,,,,,,
July,,,,,,2.52,2.04,1.9,1.21,2.12,3.49,2.68,5.15,2.45,1.05,0.55,4.52,1.8,1.81,4.59,3.01,1.87,1.78,2.25,,1.4,1.85,4.16,1.21,2.61,2.4,1.45,0.73,,,,,,,,
August,,,,,,3.17,1.93,3.9,2.72,2.35,1.97,4.97,1.39,1.08,2.18,1.13,0.52,1.52,3.74,2.14,0.13,2.98,2.79,1.73,,3.32,5.55,0.5,3.3,1.36,3.46,3.23,2.47,,,,,,,,
September,,,,,,2.69,1.34,3,1.24,1.08,3.15,2.49,1.85,1.13,1.56,3.71,4.99,1.98,1.67,0.73,1.32,0.91,1.07,3.38,3.07,1.55,3.95,1.82,2.46,0.79,3.85,1.96,1.8,,,,,,,,
October,,,,,,2.78,2.3,1.94,3.37,2.74,2.71,0.66,3.89,4.85,2.39,4.17,1.7,3.87,3.36,2.74,2.87,1.65,1.63,2.76,2.97,4.01,0.93,0.54,1.81,3.62,1.52,0.84,3.7,,,,,,,,
November,,,,,,1.71,5.03,3.4,2.88,4.92,3.14,3.45,1.51,0.72,1.86,4.52,3.08,1.76,3.77,3.97,7.21,2.2,0.86,2.13,3.15,0.66,3.7,1.87,1.72,2.92,3.32,5.72,2.34,,,,,,,,
December,,,,,,2.18,0.64,2.15,1.89,4.52,3.12,1.13,0.9,0.53,3.44,3.02,2.95,2.74,2.67,2.11,1.22,1.31,2.9,1.14,1.62,2.75,2.34,1.91,3.85,1.75,2.01,2.6,3.01,,,,,,,,
Total,,,,,,24.71,23.84,28.75,26.03,24.27,31.05,30.99,27.87,21.09,21.52,27.69,30.85,26.17,24.43,28.52,33.19,26.36,22.35,25.61,,24.65,30.38,25.69,27.46,21.9,28.69,30.34,24.86,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOTES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGR is from 1950s record and is Longden Road at the correct altitude. Cannot match the observer to a specific address,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Radbrook Hall overlaps Longden Road by 13 years and there are 5 randomly spaced duplicate readings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Longden Road overlaps Meole Brace Hall by 171 months and there are 2 duplicates readings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
