"SHREWSBURY (LONGDEN ROAD)",,,,,,,,,,,,
Grid ref,SJ483112,Long,-2.766431,Lat,52.695998,,,,,,,
Station no,RR2025,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,1.88,2.63,,,,,,,,,,
February,2.30,0.60,,,,,,,,,,
March,4.24,1.27,,,,,,,,,,
April,1.83,2.25,,,,,,,,,,
May,3.42,1.97,,,,,,,,,,
June,0.87,2.09,,,,,,,,,,
July,1.45,0.73,,,,,,,,,,
August,3.23,2.47,,,,,,,,,,
September,1.96,1.80,,,,,,,,,,
October,0.84,3.70,,,,,,,,,,
November,5.72,2.34,,,,,,,,,,
December,2.60,3.01,,,,,,,,,,
Total,30.34,24.86,,,,,,,,,,
Calc annual,30.34,24.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
