"BEDFORD MILTON ERNEST",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1179,,,,,,,,,,,
,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,,
January,,,,,,,,,0.98,1.89,,
February,,,,,,,,,1.29,2.64,,
March,,,,,,,,,0.30,0.65,,
April,,,,,,,,,2.09,1.90,,
May,,,,,,,,,3.89,2.11,,
June,,,,,,,,,2.43,4.05,,
July,,,,,,,,,1.71,3.69,,
August,,,,,,,,,5.67,3.38,,
September,,,,,,,,,0.77,2.54,,
October,,,,,,,,,2.19,0.77,,
November,,,,,,,,,3.19,0.94,,
December,,,,,,,,,1.66,0.56,,
Total,,,,,,,,,26.17,25.12,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.17,25.12,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,,
