COMPTON WYNYATES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SP330418,Long,-1.519941,Lat,52.073588,Elevation,480,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR4614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909
January,,,,,,,,3.55,1.62,2.11,0.55,0.54,1.82,2.8,2.69,1.58,3.07,2.86,0.77,0.72,2.51,1.91,1.15,1.74,1.28,2.99,0.86,2.06,0.85,2.93,2.62,,,,,,,,,
February,,,,,,,,1.37,1.56,2.48,3.82,2.65,2.38,4.22,0.97,2.54,0.67,0.76,1.54,1.71,0.76,0.04,0.83,2.82,1.94,0.16,0.55,2.85,1.07,2.9,5.2,,,,,,,,,
March,,,,,,,,2.36,0.63,0.92,1.41,1.42,1.11,1.44,1.92,1.11,1.74,1.35,3.26,3,1.02,1.13,0.74,0.24,1.17,2.26,2.3,3.97,1.06,0.53,1.09,,,,,,,,,
April,,,,,,,,2.83,2.85,3.03,2.49,0.8,3.59,1.12,2.46,2.67,2.35,1.09,1.45,3.75,1,1.44,0.99,0.19,1.7,2.05,0.85,1.15,1.78,2.37,1.33,,,,,,,,,
May,,,,,,,,2.88,5.46,2.92,1.11,0.94,1.9,2.15,0.88,2.43,5.49,1.95,1.42,3.36,2.4,3.83,1.12,1.84,1.7,0.43,0.24,1.22,3.81,1.71,1.99,,,,,,,,,
June,,,,,,,,0.81,2.84,4.37,3.39,2.55,4.15,2.78,2.03,2.02,1.14,1.61,2.79,1.46,2.11,0.57,2.19,1.17,1.9,0.65,1.79,2.68,1.05,1.36,2.89,,,,,,,,,
July,,,,,,,,4.13,1.41,3.38,6.3,2.58,3.38,3.21,3.12,0.14,3.49,0.64,5.96,1.61,2.69,2.05,1.78,3.46,2.27,2.85,1.61,0.29,1.25,1.49,1.99,,,,,,,,,
August,,,,,,,,4.54,6.11,3.97,0.7,5.15,2.11,0.7,1.81,2.84,1.37,1.73,2.38,2.96,2.14,3.66,2,2.15,2.75,2.52,2.23,4.8,2.62,0.99,4.11,,,,,,,,,
September,,,,,,,,2.08,2.19,3.29,4.25,1.81,2.7,4.3,1.27,3.65,3.18,2.7,1.47,2.06,1.13,1.48,2.43,0.6,1.86,1.05,4.99,2.1,0.88,1.76,0.7,,,,,,,,,
October,,,,,,,,1.59,3.34,0.87,5.28,2.46,5.7,2.13,0.9,3.56,5.01,2.59,0.57,2.93,1.21,5.79,2.65,2.92,2.94,2.93,3.11,1.48,3.2,2.39,2.74,,,,,,,,,
November,,,,,,,,2.51,3.07,0.83,2.15,2.77,4.45,3,1.49,3.89,2.42,2.58,5.38,1.41,2.43,2.43,1.55,1.91,4.08,4.1,1.3,1.1,2.72,2.05,2.29,,,,,,,,,
December,,,,,,,,1.99,1.64,0.85,2.85,3.29,3.13,0.69,1.7,0.71,4.88,1.6,2.29,1.54,0.82,3.56,1.16,2.59,2.31,2,3.41,2.58,2.55,1.96,5.05,,,,,,,,,
Total,,,,,,,,30.64,32.72,29.02,34.3,26.96,36.42,28.54,21.24,27.14,34.81,21.46,29.28,26.51,20.22,27.89,18.59,21.63,25.9,23.99,23.24,26.28,22.84,22.44,32,,,,,,,,,
