"SHIPSTON COMPTON WYNYATES",,,,,,,,,,,,
Grid ref,SP330418,Long,-1.519941,Lat,52.073588,,,,,,,
Station no,RR4614,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,2.62,,,,,,,,,,,
February,5.20,,,,,,,,,,,
March,1.09,,,,,,,,,,,
April,1.33,,,,,,,,,,,
May,1.99,,,,,,,,,,,
June,2.89,,,,,,,,,,,
July,1.99,,,,,,,,,,,
August,4.11,,,,,,,,,,,
September,0.70,,,,,,,,,,,
October,2.74,,,,,,,,,,,
November,2.29,,,,,,,,,,,
December,5.05,,,,,,,,,,,
Total,32.00,,,,,,,,,,,
Calc annual,32.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
