"BURWASH (BATEMAN'S)",,,,,,,,,,,,
Grid ref,TQ670238,Long,0.378102,Lat,50.989377,,,,,,,
Station no,559/3,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.57,3.97,1.26,1.91,5.63,6.32,3.97,4.46,3.35,3.36,,
February,7.72,1.44,1.74,2.24,2.12,0.85,5.77,3.04,0.12,3.26,,
March,5.18,3.17,0.27,4.23,1.69,1.03,1.91,1.92,2.53,3.04,,
April,2.72,2.14,2.78,0.58,0.26,1.18,0.37,1.52,3.10,1.19,,
May,2.18,2.34,1.49,2.18,5.49,0.52,1.32,2.44,0.76,2.19,,
June,1.42,1.18,1.83,4.35,1.96,3.17,1.00,4.48,0.70,2.04,,
July,2.35,0.67,5.52,4.54,2.10,3.67,4.62,3.22,2.00,4.38,,
August,5.64,5.18,2.55,4.60,1.97,3.44,3.58,4.59,1.30,5.42,,
September,4.06,4.98,5.37,3.44,2.05,3.64,4.15,4.09,0.13,2.64,,
October,2.60,4.69,3.27,3.96,5.63,1.59,1.82,4.33,3.97,9.77,,
November,6.88,5.28,2.20,7.76,1.87,1.09,3.45,2.16,5.54,8.46,,
December,3.69,4.61,1.04,2.55,4.28,5.39,2.89,4.70,10.27,4.34,,
Total,49.01,39.65,29.32,42.34,35.05,31.89,34.85,40.95,33.77,50.09,,
Calc annual,49.01,39.65,29.32,42.34,35.05,31.89,34.85,40.95,33.77,50.09,,
Difference,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
