KINGSLEY (SLEAFORD),,,,,,,,,,,,
Grid ref,SU803383,Long,-0.853609,Lat,51.138349,,,,,,,
Station no,744/5/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.44,2.67,1.17,2.13,3.58,4.66,2.46,,,,,
February,6.15,0.80,1.74,2.72,1.73,0.26,4.44,,,,,
March,4.99,2.47,0.66,3.00,1.39,0.83,1.82,,,,,
April,2.64,1.62,2.23,0.28,0.27,1.40,0.40,,,,,
May,2.77,2.72,2.38,3.24,3.91,0.25,1.46,,,,,
June,1.16,1.58,1.56,2.63,2.45,2.50,1.49,,,,,
July,1.83,0.72,2.60,2.84,0.41,3.61,5.38,,,,,
August,4.69,2.97,1.46,3.56,1.10,3.57,2.26,,,,,
September,2.91,3.53,2.83,2.50,2.15,3.50,2.84,,,,,
October,0.90,4.08,4.05,2.62,5.39,2.13,2.07,,,,,
November,8.74,3.62,1.82,6.33,2.78,0.92,3.16,,,,,
December,3.15,2.61,0.67,3.23,3.98,5.46,2.82,,,,,
Total,44.37,29.39,23.17,35.08,29.14,29.09,30.60,,,,,
Calc annual,44.37,29.39,23.17,35.08,29.14,29.09,30.60,0.00,0.00,0.00,,
Difference,0.00,-0.00,-0.00,0.00,-0.00,0.00,0.00,NaN,NaN,NaN,,
