KNARESBOROUGH WATER TOWER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SE348567,Long,-1.470542,Lat,54.005158,Elevation,240,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,1.18,1.18,1,3.76,1.28,4.4,4.03,1.16,3.76,1.05,2.35,2.78,2.9,2.25,3.02,3.02,1.26,2.3,1.77,2.68,1.91,6.35,1.74,4.96,2,1.86,1.96,2.32,2.28,3.7,3.22,3.84,4.81,1.46,3.71,3.4,3.99,3.04,3.46,2.81,2.32,5.9,1.02,1.15,2.18,2.45,0.43,1.91,1.56,3.98,1.61,2.49,2.66,4.98
February,,,,,,,,1.82,1.63,0.6,2.65,1.67,2.11,0.83,1.52,3.27,3.25,0.72,2.71,1.57,1.63,0.11,2.75,4.45,0.67,4.18,1.87,1.14,2.68,1.01,1.02,2.3,0.41,4.53,0.55,3.59,2.5,4.26,1.77,2.15,1.81,3.93,1.4,1.05,1.29,3.02,2.63,2.51,1.54,1.35,4.92,2.56,0.34,1.16,2.22,1.69,1.53,2.62,4.2,0.1,1.8
March,,,,,,,,1.76,3.58,4.39,0.59,1.29,3.32,3.23,2.43,1.14,3.94,2.72,1.14,3.68,1.92,1.09,1.87,1.78,1.1,0.64,1.24,1.71,2.69,0.58,2.91,0.8,1.94,1.84,2.82,0.77,2.4,2.85,0.13,1.83,1.78,2.71,2.21,0.75,0.29,0.74,0.97,4.81,1.25,1.06,1.12,3.32,2.01,0.49,1.96,1.98,1.15,1.7,1.78,1.26,2.21
April,,,,,,,,1.28,2.7,2.61,2.73,1.34,0.15,2.91,0.8,1.31,1.08,2.26,1.19,1.48,4.64,1.02,3.07,1.7,1.93,3.71,0.65,1.63,0.63,1.05,3.31,3.25,2.7,1.59,3.62,2.22,1.63,3.28,0.07,1.04,2.14,1.59,1.41,1.22,2.97,1.68,2.03,3.08,2.46,2.41,2.77,1.07,1.26,2.01,0.26,0.91,2.08,0.23,1.01,3.61,1.33
May,,,,,,,,4.01,2.34,1.68,2.81,1.06,3.32,1.65,1.11,1.59,2.67,1.57,3.85,1.36,2.43,1.43,0.83,2.83,5.06,4.46,2.43,2.06,2.95,1.47,1.85,3.3,5.9,3.55,1.69,1.21,2.32,3.18,3.1,1.12,1.06,1.52,2.46,2.16,0.6,1.96,2.64,3.64,0.89,1.92,2.05,5.95,1.35,1.4,3.96,2.48,0.58,0.88,2.95,0.6,0.79
June,,,,,,,,2.78,1.13,3.42,1.84,2.99,5.86,1.13,1.99,1.06,1.92,1.77,0.86,0.81,1.3,0.21,1.58,0.93,1.68,0.02,2.54,2.79,4.85,1.51,1.84,4.75,0.5,1.39,2.45,3.44,4.74,1.07,2.77,1.88,0.35,0.23,0.75,1.83,3.72,2.93,2,3.12,3.51,0.71,0.41,0.88,1.94,1.37,1.82,1.55,2.98,1.24,2.65,1.08,1.06
July,,,,,,,,1.7,2.48,3.22,2.82,0.3,4.53,0.87,3.86,3.86,1.56,1.01,2.88,2.44,5.63,1.36,4.89,3.27,3.3,1.53,1.48,4.74,0.6,2.64,5.64,4.75,5.23,2.14,1.64,0.56,3.51,2.11,2.91,5.72,5.59,2.04,2.35,1.12,2.48,1.68,4.23,1.73,0.76,2,2.83,2.03,0.93,2.24,1.04,1.15,5.24,2.98,3.15,1.59,4.01
August,,,,,,,,1.84,1.49,3.24,3.93,2.93,5.77,1.03,1.55,1.74,1.78,6.68,2.69,1.71,1.41,3.14,6.62,3.22,2.87,1.99,2.63,7.44,4.17,2.43,3.16,3.5,1.52,0.58,1.75,1.67,1.94,0.91,3.17,1.84,0.51,3.19,2.15,2.19,3.01,3.53,4.01,0.85,4.49,1.93,3.89,5.61,2.72,3.14,6.24,1.24,6.08,6.33,4.69,0.65,2.41
September,,,,,,,,0.8,2.33,1.45,0.17,2.71,1.59,1.03,1.22,1.33,1.62,0.48,6.43,1.11,0.97,1.19,3.22,2.22,2.43,2.87,1.41,4.52,0.39,0.5,4.46,5.5,2.35,2.49,2.51,6.03,1.94,1.24,2.55,1.55,2.23,0.5,1.55,3.33,4.69,1.45,4.83,1.38,1.48,0.91,3.08,2.15,3.47,1.46,2.16,1.4,3.21,3.52,2.69,0.09,2.97
October,,,,,,,,6.59,1.49,2.22,2.71,2.87,2.85,2.87,1.69,1.23,4.54,3.81,1.27,3.51,3.53,1.6,0.68,2.83,2.9,3.36,3.44,3.09,5.36,3.16,2.41,1,4.03,3.93,2.7,5.02,1.5,2.34,4.55,2.58,3.19,3.32,2.19,1.59,2.48,3.67,0.98,0.75,1.17,2.69,1.48,0.69,3.08,2.03,4,1.91,1.07,2.74,1.86,2.07,6.37
November,,,,,,,,2.94,1.42,0.72,2.97,3.23,2.02,2.06,3.71,1.71,2.68,1.84,1.49,2.26,1.35,2.62,1.34,3.02,2.69,2,5.94,2.7,3.27,3.9,5.34,4.5,2.57,3.53,2.52,5.96,2.97,1.64,3.35,3.37,3.95,2.83,1.38,2.32,5.02,0.36,5.48,2.25,1.03,3.63,4.22,6.57,1.52,2.61,5.34,2.15,0.63,1.87,0.68,4.06,5.05
December,,,,,,,,2.9,1.38,4.59,2.37,4.17,2.28,1.99,5.56,6.53,1.18,1.36,4.32,3.05,2.58,2.67,3.88,2.77,3,3.49,0.86,3.1,1.19,6.05,3.02,1.1,1.23,0.94,6.35,2.89,1.86,2.77,4.08,1.85,2.67,0.69,1.98,1.41,2.76,1.79,2.41,1.87,2.73,2.96,1.85,2.41,1.88,1.28,3.19,3.79,2.4,2.85,3.79,4.77,3.08
Total,,,,,,,,29.6,23.15,29.14,29.35,25.84,38.2,23.63,26.6,28.53,27.27,26.57,31.61,25.88,29.64,19.46,33.75,30.28,29.93,30.02,27.17,36.83,35.13,26.04,39.92,36.75,30.24,28.47,30.92,35.64,31.01,28.87,32.29,29.74,26.74,26.26,23.23,22.96,32.35,26.27,35.02,28.31,27.21,22.59,29.77,35.42,22.95,19.62,34.1,21.81,30.93,28.57,31.94,22.54,36.06
