TOTTERIDGE WEST LODGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ233940,Long,-0.219929,Lat,51.631309,Elevation,410,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,,0.95,1.93,1.58,3.55,2.96,0.73,3.8,1.64,1.52,2.83,4.32,3.07,2.83,3.39,1.46,2.84,1.97,3.46,1.87,4.19,1.48,3,1.52,2,1.93,2.35,1.1,4.68,4,3.45,5.34,2.26,2.56,2.7,4.97,1.74,1.46,1.98,2.07,4.85,1.13,0.98,2.78,1.73,0.94,0.88,2.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,,0.42,2.92,1.6,2.06,0.88,2.9,3.5,3.66,1,1.32,2.48,0.55,0.21,2.55,3.54,0.66,3.36,2.97,4.08,1.72,0.79,0.5,1.99,0.18,1.49,0.33,2.69,2.03,4.38,0.51,0.87,1.64,2.52,0.78,1.24,0.73,1.09,2.89,1.9,1.56,1.07,3.79,5.26,0.82,1.85,2.47,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,,3.05,1.06,1.9,3.52,1.97,4.5,1.19,4.78,1.81,0.86,3.52,1.42,1.49,1.69,2.51,1.18,0.59,0.31,2.76,1.93,0.04,1.5,0.09,1.47,2.78,2.21,0.45,1.27,2.67,0.37,1.57,3.18,2.86,1.78,0.41,0.05,0.19,1.38,6.83,0.81,1.22,0.79,3.79,2.63,0.63,2.8,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,,2.01,1.46,1.86,0.06,3.16,0.82,1.13,1.2,2.37,3.8,3.03,3.47,1.35,3.04,1.85,3.64,1.65,3.32,1.94,1.79,1.43,2.21,3.73,1.97,1.15,2.8,2.81,1.38,3.09,0.13,2.88,1.71,1.58,1.6,1.17,1.5,0.74,1.55,1.7,1.53,1.7,1.98,3,1.59,2.56,0.18,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,,1.38,2.4,2.16,1.23,1.78,2.1,2.71,2.02,2.4,2.49,0.42,0.77,1.39,0.77,1.78,3.78,2.29,2.37,1.24,1.85,1.84,2.7,2.45,3.92,1.6,0.47,1.19,0.35,2.61,1.81,1.53,1.13,2.03,2.74,2.15,0.45,2.17,3.33,0.74,4.74,2.67,1.36,2.22,1.84,1.4,1.64,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,,,3.36,2.96,2.21,2.43,0.42,1.35,1.31,3,1.54,1.23,1.49,1.98,0.24,1.31,0.48,2.73,0.12,3.11,3.17,2.75,1.28,1.19,1.19,0.81,1.93,0.93,3.67,3.46,1.88,0.54,1.45,0.75,1.62,0.25,1.37,1.77,1.6,2.89,2.73,2.89,0.73,1.42,1.03,1.27,2.03,3.81,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,,,3.48,2.08,1.51,4.07,3.24,1.58,6.11,1.21,5.09,3.46,2.46,5.17,0.2,3.34,3.09,4.28,4.42,2.65,2.27,2.1,2.84,2.78,3,2.2,1.27,0.78,0.65,3.95,0.67,1.33,2.2,2.05,4.55,2.27,1.48,1.32,2.56,2.98,1.53,0.92,0.63,4.42,1.1,0.27,3.88,2.26,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,,,2.02,3.48,0.68,5.45,0.88,1.41,2.42,5.26,4.53,1.21,2.66,1.83,1.75,2.11,2.29,2.05,2.11,0.91,4.45,2.23,1.26,3.43,4.59,1.83,0.52,2.11,1.4,0.62,1.6,2.8,4.12,0.19,7.15,2.57,1.49,2.39,1.15,4.41,0.14,2.55,1.85,2.62,4.22,4.2,1.28,3.49,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,,,1.99,0.5,1.66,2.27,1.16,1.13,2.18,1.35,1.89,5.1,1.3,3.02,2.39,2.1,1.61,3.75,3.4,1.45,4.89,1.06,0.48,3.37,3.19,2.3,2.47,1.66,4.01,2.93,1.51,2.19,1.5,1.17,0.65,1.1,2.52,2.54,1.62,3.36,1.34,1.59,0.5,3.22,1.96,3.29,1.92,1.48,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,,,4.52,2.12,3.19,3,2.9,1.48,2.39,3.82,4.04,1.44,0.73,2.28,0.96,1.01,5.53,3.67,3.18,2.53,2.52,4.19,3.52,1.08,0.65,4.79,1.47,1.6,2.85,1.98,2.54,3.47,5.77,3.44,0.87,4.44,3.05,3.28,3.58,1.15,0.09,2.17,6.1,0.33,0.98,2.99,2.96,2.43,3.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
