"STEWARTON FILTERS",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5243,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,,,,,5.46,
February,,,,,,,,,,,0.34,
March,,,,,,,,,,,2.77,
April,,,,,,,,,,,1.75,
May,,,,,,,,,,,1.55,
June,,,,,,,,,,,3.29,
July,,,,,,,,,,,3.37,
August,,,,,,,,,,,5.95,
September,,,,,,,,,,,3.59,
October,,,,,,,,,,,7.47,
November,,,,,,,,,,,6.02,
December,,,,,,,,,,,5.03,
Total,,,,,,,,,,,46.59,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46.59,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,
