"DARWEN (BOLD VENTURE PARK)",,,,,,,,,,,,
Grid ref,SD687216,Long,-2.475450,Lat,53.689904,,,,,,,
Station no,2943,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,6.35,6.65,2.04,6.55,3.64,6.05,4.45,4.57,2.85,7.28,,
February,4.05,3.15,2.62,4.95,3.47,1.19,3.90,9.64,0.90,5.26,,
March,5.61,2.74,3.35,4.67,3.06,2.00,4.65,2.57,2.99,1.81,,
April,3.40,5.04,4.57,1.45,4.25,2.94,0.79,1.74,4.40,4.20,,
May,2.29,3.36,3.69,3.67,4.46,2.32,3.31,6.25,2.15,2.57,,
June,1.78,4.63,2.58,4.37,4.14,2.90,2.64,5.19,3.53,2.53,,
July,3.62,3.15,7.12,8.47,0.58,6.00,7.44,3.58,5.90,11.92,,
August,5.35,5.73,6.36,8.41,1.86,15.19,7.91,5.88,0.87,6.57,,
September,4.37,6.84,6.72,7.30,5.72,4.50,8.72,6.29,0.57,4.27,,
October,0.91,6.37,2.76,10.35,3.75,3.44,8.29,5.99,6.22,4.89,,
November,9.94,4.72,7.79,10.08,3.58,1.94,2.75,2.15,7.52,9.40,,
December,11.93,5.59,2.31,8.68,7.12,3.05,7.60,5.22,11.28,6.22,,
Total,59.60,57.97,51.91,78.95,45.63,51.52,62.45,59.07,49.18,66.92,,
Calc annual,59.60,57.97,51.91,78.95,45.63,51.52,62.45,59.07,49.18,66.92,,
Difference,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
