DROMORE CASTLE (Kerry),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,IV8181368608,Long,-9.7164,Lat,51.8575,Elevation,90,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,6032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,,,,,,13.57,3.93,8.85,6.86,7.64,2.15,1.76,5.38,7.94,9.15,6.62,6.88,7.63,5.94,7.28,6.87,4.59,3.47,,,,,,,,,,,,10,5.89,9.67,,,,,,7.23,12.41,4.63,9.69,6.69,5.67,8.27,6.6,12.45,7.46,8.79,6.01,10.85,8.68,11.34,9.33,12.26,3.99,12.49,4.54,8.25,6.19,7.72,2.36,8.29,14.09,8.96,8.68,4.36
February,,,,,,2.18,7.89,5.91,3.69,5.11,7.48,7.42,4.95,8.97,8.31,5.87,5.64,2.33,0.62,4.87,3.39,0.9,4.04,,,,,,,,,,,,8.23,3.75,6.33,,,,,,6.74,3.66,11.02,8.87,10.03,1.22,9.2,5.52,4.92,3.63,8.71,15.73,3.17,9.74,7.78,4.59,9.32,8.45,0.85,7.03,0.24,3.72,0.69,8.41,4.62,8.32,4.95,6.19,8.69
March,,,,,,3.61,7.5,4.25,2.08,3.56,3.52,5.79,4.5,2.52,7.1,3.4,5.73,2.38,5.51,3.78,5.21,2.9,2.47,,,,,,,,,,,,4.39,10.04,4.7,,,,,,8.7,6.83,10.25,1.08,3.14,2.46,3.18,5.32,6.5,7.33,4.14,5.3,2.58,1.94,3.46,8.71,7.66,1.79,8.02,6.26,5.08,5.56,7.83,2.94,4.48,5.62,3.64,4.31,4.05
April,,,,,,2.33,5.16,5.63,2.63,4.92,4.91,2.16,7.34,4.89,2.46,2.95,1.72,2.48,3.58,3.56,2.31,2.47,1.34,,,,,,,,,,,,5.25,5.01,1.64,,,,,,1.22,4.27,3.22,2.67,5.11,1.58,2.22,3.96,8.13,1.64,4.93,6.54,4.42,7.92,4.08,2.35,6.83,2.73,2.67,2.2,4.05,2.92,5.17,4.78,3.48,4.72,0.33,3.48,3.58
May,,,,,,4.22,1.29,4.23,4.9,3.43,1.36,3.74,2.65,4.13,4.63,4.33,4.74,2.02,3.8,4.8,5.61,5.6,,,,,,,,,,,,4.13,4.15,2.05,6.95,,,,,,2.11,5.29,2.73,2.95,2.86,4.67,3.43,5.13,7.8,2.87,4.57,3,4.68,6.96,4.2,2.71,2.21,3.16,3.25,5.97,6.52,5.8,3.98,1.46,1.74,2.98,5.68,1.79,1.95
June,,,,,,5.97,2.48,3.3,8.24,5.37,4.53,8.26,4.92,3.13,1.56,1.56,1.87,0.69,3.41,1.71,6.35,2.91,,,,,,,,,,,,2.82,2.79,4.84,4.56,,,,,1.5,9.96,4.16,1.65,1.64,3.46,2.7,2.49,1.49,4.09,0.12,1.96,0.73,6.3,0.57,5.93,4.8,8.06,4.6,3.17,5.61,2.91,2.06,2.83,8.69,2.99,2.92,5.62,3.36,1.64
July,,,,,,2.1,2.75,2.95,2.7,5.87,4.89,4.99,8.86,4.39,6.28,2.12,7.66,2.79,5.63,2.2,4.99,2.19,,,,,,,,,,,,5.54,5.63,2.05,5.15,,,,,0,4.12,0.85,5.02,6.21,1.19,4.66,5.49,2.77,5.66,5.28,6.76,4.62,6.09,5.23,2.84,5.11,4.09,7.63,3.8,4.86,4.8,5.59,4.78,1.17,5.55,9.93,8.08,6.74,3.31
August,,,,,,4.28,5.23,5.58,9.91,8.8,3.11,6.9,4.23,8.44,2.89,2.98,3.82,3.58,5.19,8.63,4.65,6.24,,,,,,,,,,,,7.44,5.21,5.73,3.99,,,,,6,5.87,1.53,6.65,2.91,6.13,10.05,2.7,4.08,2.26,7,6.49,8.09,7.86,4.04,3.55,8.24,5.8,5.92,7.41,5.19,4.25,3.1,4.93,5.02,2.41,4.5,5.62,2.28,0.7
September,,,,,,11.9,6.07,3.07,4.74,6.47,3.5,3.06,3.19,7.21,2.79,7.61,4.39,4.3,1.75,2.45,3.65,2.39,,,,,,,,,,,,7.38,5.85,4.18,0.43,,,,,3.5,1.93,5.27,4.64,3.74,1.7,2.86,10.01,4.69,4.8,2.44,6.7,6.95,10.38,5.32,3.01,5.87,4.34,1.43,5.12,3.13,4.89,1.88,9.73,8.11,4.52,6.4,3.81,1.83,4.02
October,,,,,,8.8,6.14,6.98,5.7,2.15,4,7.72,7.25,5.39,5.1,6.99,7.77,4.28,2.99,4.94,5.59,7.73,,,,,,,,,,,,10.3,6.54,1.96,7.99,,,,,6.96,6.62,8.73,2.12,8.18,15.51,10.21,8.43,1.9,6.48,3.73,2.36,9.24,6.49,8.08,5.48,5.56,12.08,8.37,10.94,3.74,6.03,3.36,7.34,6.82,4.69,2.85,10.95,5.9,11.1
November,,,,,,6.67,7.32,11.16,4.28,0.7,5.55,7.18,9.05,9.23,2.93,6.23,4.64,3.62,4.26,4.13,12.38,4.84,,,,,,,,,,,,4.84,5.26,6.44,3.87,,,,,6.28,3.85,8.38,5.24,6.01,10.96,4.05,6.55,4.67,7.81,6.64,3.15,7.12,7.38,4.42,9.45,6.76,10.91,13.19,8.83,11.95,3.61,3.52,3.24,9.51,8.3,4.62,9.27,16.43,9.93
December,,,,,,4.77,10.39,5.93,4.69,4.46,6.62,8.12,7.8,4.64,7.58,2.67,7.5,6.3,9.23,5.82,4.89,6.63,,,,,,,,,,,,5.05,5.18,6.22,4.53,,,,,9.62,8.88,4.3,11.74,8.12,3.49,3.51,12.12,10.21,6.24,5.72,8.09,7.57,11.46,7.39,1.54,7.41,8.33,15,7.66,6.38,10.83,3.17,11.51,6.35,6.79,4.84,7.27,4.94,7.57
Total,,,,,,70.4,66.15,67.84,60.42,58.48,51.62,67.1,70.12,70.88,60.78,53.33,62.36,42.4,51.91,54.17,65.89,49.39,,,,,,,,,,,,,68.48,58.16,59.81,,,,,,67.23,65.68,68.91,62.07,70.27,53.64,74.09,56.34,77.14,53.86,66.65,80.9,81.66,70.29,62.66,71.44,91.89,76.26,74.21,66.86,61.46,46.87,69.75,65.62,57.86,71.79,74.18,65.93,60.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDR 1919 Jul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
