"KENMARE  DROMORE CASTLE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,6032,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,12.45,7.46,8.79,6.01,10.85,8.68,11.34,9.33,12.26,3.99,12.49,
February,4.92,3.63,8.71,15.73,3.17,9.74,7.78,4.59,9.32,8.45,0.85,
March,6.50,7.33,4.14,5.30,2.58,1.94,3.46,8.71,7.66,1.79,8.02,
April,8.13,1.64,4.93,6.54,4.42,7.92,4.08,2.35,6.83,2.73,2.67,
May,7.80,2.87,4.57,3.00,4.68,6.96,4.20,2.71,2.21,3.16,3.25,
June,4.09,0.12,1.96,0.73,6.30,0.57,5.93,4.80,8.06,4.60,3.17,
July,5.66,5.28,6.76,4.62,6.09,5.23,2.84,5.11,4.09,7.63,3.80,
August,2.26,7.00,6.49,8.09,7.86,4.04,3.55,8.24,5.80,5.92,7.41,
September,4.80,2.44,6.70,6.95,10.38,5.32,3.01,5.87,4.34,1.43,5.12,
October,6.48,3.73,2.36,9.24,6.49,8.08,5.48,5.56,12.08,8.37,10.94,
November,7.81,6.64,3.15,7.12,7.38,4.42,9.45,6.76,10.91,13.19,8.83,
December,6.24,5.72,8.09,7.57,11.46,7.39,1.54,7.41,8.33,15.00,7.66,
Total,77.14,53.86,66.65,80.90,81.66,70.29,62.66,71.44,91.89,76.26,74.21,
Calc annual,77.14,53.86,66.65,80.90,81.66,70.29,62.66,71.44,91.89,76.26,74.21,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,
