CAPPOQUIN HOUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,IX1028499760,Long,-7.850458849,Lat,52.14992275,Elevation,283,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919
January,4.72,6.07,5.63,5.85,2.86,8.04,2.07,6.94,,5.64,,,,,,,,4.23,4.6,,4.16,,,,,,1.66,4.04,,,,,,,,,,,,,,,,,,3.38,,3.43,3.95,5.75
February,3.04,5.38,5.59,2.02,3.3,2.06,5.53,2.18,,7.09,,,,,,,,1.34,0.88,,3.17,,,,,,1.84,2.03,,,,,,,,,,,,,,,,,,6.54,,2.3,5.61,3.56
March,3.13,2.65,4.63,4.7,2.02,1.99,4.68,3.24,,1.36,,,,,,,,1.57,2.63,,4.99,,,,,,3.29,5.33,,,,,,,,,,,,,,,,,,1.17,,4.91,2.24,2.95
April,1.25,5.26,2.54,1.72,2.04,1.66,3.65,6.19,,3.24,,,,,,,,1.02,2.78,,1.07,,,,,,0.47,5.41,,,,,,,,,,,,,,,,,,1.45,,1.27,1.51,1.62
May,3.26,1.1,2.03,2.06,1.18,2.51,0.42,2.57,,2.36,,,,,,,,1.06,3.16,,3.4,,,,,,0.04,1.53,,,,,,,,,,,,,,,,,,2.13,,4.4,2.72,5.49
June,1.24,2.34,4.08,2.01,1.26,3.63,1.58,4.35,,6.43,,,,,,,,0.4,5.87,,4.18,,,,,,2.29,2.64,,,,,,,,,,,,,,,,,,2.25,,2.22,1.01,1.15
July,1.25,5.01,5.68,5.24,3.56,3.37,1.89,2.88,,4.13,,,,,,,,2.76,7.67,,3.52,,,,,,5.58,1.6,,,,,,,,,,,,,,,,,,4.63,,2.72,3.83,2.2
August,1.4,2.78,5.89,6.65,3.88,2.45,4.07,5.37,,5.24,,,,,,,,2.43,2.96,,2.87,,,,,,1.75,5.09,,,,,,,,,,,,,,,,,,2.42,,9.01,3.22,3.03
September,3.26,4.85,3.58,2.98,3.74,6.55,6.1,2.91,,4.12,,,,,,,,2.4,0.95,,2.8,,,,,,5.76,3.01,,,,,,,,,,,,,,,,,,2.29,,1.41,6.13,2.32
October,5.74,4.83,4.39,4.11,5.12,8.26,6.08,5.22,,1.45,,,,,,,,3.51,2.56,,2.38,,,,,,3.74,4.27,,,,,,,,,,,,,,,,,,6.06,,4.05,2.99,0.59
November,3.01,2.92,5.73,2.67,4.67,5.06,5.67,5.45,,0.68,,,,,,,,2.33,6.57,,4.65,,,,,,1.36,5.86,,,,,,,,,,,,,,,,,,3.57,,2.04,4.46,2.13
December,3.94,3.23,9.56,0.97,5.5,2.33,8.72,4.09,,1.74,,,,,,,,3.39,7.54,,2.56,,,,,,7.18,5.36,,,,,,,,,,,,,,,,,,5.86,,2.55,5.87,5.43
Total,35.24,46.42,59.33,40.98,39.13,47.91,50.46,51.39,,43.48,,,,,,,,26.44,48.17,,39.75,,,,,,34.96,46.17,,,,,,,,,,,,,,,,,,41.75,,40.31,43.54,36.22
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1887 arithmetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
