ARDKINGLAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NN175104,Long,-4.947303,Lat,56.250954,Elevation,37,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,11.4,9.72,9,6.67,11.45,8.71,6.24,7.47,11.16,3.51,3.73,3.39,12.61,13.89,10.26,11.57,8.3,8.7,13.25,12.33,20.04,2.91,14.02,9.32,15.66,9.3,12.94,5.71,6.29,16.01,13.46,,,,,,,,,11.4,11.03,10.83,5.58,8.33,6.29,5.96,7.99,4.82,6.55,12.27,11.02,3.1,5.88
February,,,,,,,,,9.34,4.36,11.05,12.26,7.1,7.07,12.41,14.19,9.43,1.51,11.46,0.83,13,3.53,8.28,11.6,2.24,7.33,7.05,6.2,8.24,2.7,0.54,8.81,0.03,8.25,2.06,9.73,3.9,8.22,6.9,,,,,,,,,0.26,8.69,9.5,8.46,6.13,6.23,4.94,7.34,6.27,2.54,6.92,3.88,3.59,6.59
March,,,,,,,,,12.7,2.29,5.88,2.86,8.29,11.93,9.71,4.99,2.13,2.8,1.84,5.41,11.21,12.16,3.1,4.59,0.68,3.3,8.12,6.96,8.71,1.74,4.73,1.32,4.35,5.98,4.19,4.08,5.01,1.95,9.34,,,,,,,,,3.37,10.21,3.63,4.72,5.16,8,2.87,6.13,2.59,4.58,7.79,1.8,7.27,3.26
April,,,,,,,,,2.4,6.55,7.36,6.86,5.02,7.2,6.86,7.29,4.69,1.91,2.28,6.42,4.32,2.69,5.05,6.87,4.95,7.2,3.11,6.22,5.01,2.58,2.77,4.12,7.64,5.07,5.35,4.11,1.97,3.64,1.48,,,,,,,,,11.4,4.97,8.59,4.89,6.41,4.16,5.35,3.49,6.47,2.52,3.29,3.73,7.13,7.87
May,,,,,,,,,4.03,5.38,3.72,4.76,4.27,9.4,3.9,1.19,5.03,2.66,3.88,1.6,9.62,5.47,7.39,3.72,5.19,10.26,3.98,4.1,1.04,7.52,3.09,4.7,2.72,3.76,6.39,0.83,2.76,2.58,4.44,,,,,,,,,4.27,2.8,3.8,1.81,2.03,2.53,3.8,4.93,4.71,5.16,2.28,5.48,3.12,4.7
June,,,,,,,,,3.94,2.36,2.58,4.52,5.48,5.46,2.29,1.89,1.9,3.38,3.23,6.24,3.4,1.15,4.37,3.37,4.08,1.46,5.58,5.69,5.28,5.76,4.35,6.63,2.54,4.17,2.5,5.38,2.12,4.69,8.4,,,,,,,,,4.18,6.58,1.88,3.91,2.44,5.57,1.26,4.55,5.31,5.11,3.75,2.69,4.22,4.89
July,,,,,,,,,4.97,5.73,5.93,5.75,3.17,1.3,3.03,5.05,3.62,2.3,5.47,2.08,6.63,5.36,6.14,7.52,7.14,3.07,4.06,4.52,6.81,5.18,3.05,6.02,7.52,5.62,3.48,3.57,6.94,7.37,6.61,,,,,,,,,6.41,5.11,3.1,9.49,5.58,4.09,7.77,4.94,1.14,6.86,6,3.85,7.57,6.06
August,,,,,,,,,5.83,4.36,10.83,7.19,5.59,3.46,5.82,3.18,3.54,8.05,4.83,4.01,4.57,6.66,3.79,7.66,5.71,5.09,7.92,6.07,6.61,7.51,7.83,2.11,4.99,5.85,6.04,4.62,4.61,5.29,3.83,,,,,,,,,0.04,7.95,5.69,7.89,6.26,6.97,7.2,5.74,2.47,7.19,6.59,6.64,3.58,3.32
September,,,,,,,,,10.07,2.56,3.54,3.67,5.35,4.09,3.29,2.2,2.6,6.08,6.71,6.46,5.41,4.76,3.91,10.7,8.53,5.63,5.88,7.99,6.65,3.44,5.45,2.46,6.54,1.27,11.14,10.61,3.96,5.51,7.8,,,,,,,,,8.78,10.28,3.36,10.98,7.36,4.43,10.62,9.54,7.97,5.76,4.55,6.19,2.11,
October,,,,,,,,,2.52,12.51,3.95,3.09,7.56,5.94,3.4,4.33,7.85,13.27,10.18,1.79,7.94,7.27,4.16,13.56,5.12,7.83,10.55,9.27,11.7,10.87,11.84,6.63,11.21,6.1,12.76,16.34,9.92,3.1,15.38,,,,,,,,,3.46,12.12,8.87,8.48,3.46,9.02,6.82,12.37,7.44,5.49,8.99,8.03,8.26,
November,,,,,,,,,6.2,5.92,4.74,5.79,9.84,11.71,10.76,4.04,8.48,14.06,11.79,6.42,8.37,3.9,6.79,6.45,6.82,1.9,11.1,9.05,12.88,10.87,11.08,12.1,7.87,4.8,2.61,9,5.44,1.55,17.21,,,,,,,,,11.58,5.16,9.44,6.32,14.67,2.61,13.74,15.26,4.93,5.23,3.05,2.46,9.16,10.45
December,,,,,,,,,9.43,7.86,11.6,17.19,19.42,7.57,13.98,8.49,8.63,3.58,9.67,12.9,7.33,11.87,9.58,7.13,12.44,6.66,5.79,1.57,9.7,20.64,10.74,9.84,11.91,2.51,14.52,7,13.58,3.3,9.39,,,,,,,,10.8,3.53,13.11,13.61,2.66,14.01,9.02,8.17,13.53,12.26,13.97,12.94,9.86,15.85,10.57
Total,,,,,,,,,82.83,69.6,80.18,80.61,92.54,83.84,81.69,64.31,69.06,63.11,75.07,57.55,94.41,78.71,72.82,94.74,71.2,68.43,86.39,79.97,102.67,81.72,79.49,74.06,82.98,62.68,83.98,80.98,66.5,63.21,104.24,,,,,,,,,68.68,98.01,82.3,75.19,81.84,68.92,78.5,95.81,66.38,70.96,78.42,65.63,74.96,
Calc annual,0,0,0,0,0,0,0,0,82.83,69.6,80.18,80.61,92.54,83.84,81.69,64.31,69.06,63.11,75.07,57.55,94.41,78.71,72.82,94.74,71.2,68.43,86.39,79.97,102.67,81.72,79.49,74.06,82.98,62.68,83.98,80.98,66.5,63.21,104.24,0,0,0,0,0,0,0,10.8,68.68,98.01,82.3,75.19,81.84,68.92,78.5,95.81,66.38,70.96,78.42,65.63,74.96,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960 S+O+T deleted estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1952 Comment gauge Leaking and O/S ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
