ADDINGTON (GOLF CLUB),,,,,,,,,,,,
,,,,,,,,,,,,
Station no,75/2,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,2.14,2.54,5.58,1.94,1.96,2.28,2.40,3.55,1.07,0.94,,
February,2.38,0.60,1.74,0.83,1.53,2.42,1.94,1.15,1.40,4.52,,
March,3.21,1.91,0.27,0.10,1.08,1.40,5.97,0.92,0.79,1.11,,
April,1.36,1.60,1.11,1.38,1.39,2.57,2.04,1.53,1.50,3.21,,
May,2.08,3.22,2.65,0.40,3.16,3.87,1.07,1.57,1.58,1.23,,
June,2.15,0.71,1.11,1.96,1.38,2.50,2.92,2.64,0.93,1.52,,
July,2.45,2.01,1.70,1.83,3.76,1.97,2.05,1.30,0.81,2.66,,
August,4.13,2.42,1.25,3.12,1.73,4.11,0.18,5.31,1.49,1.65,,
September,0.67,1.96,1.62,3.19,1.60,2.09,1.08,1.69,0.62,2.61,,
October,0.78,3.93,2.99,4.12,2.86,1.32,0.27,1.91,6.52,0.33,,
November,3.09,1.91,1.25,4.14,0.27,3.87,0.75,1.76,2.59,5.80,,
December,2.03,2.80,2.10,2.55,3.56,2.92,2.27,3.81,1.01,1.84,,
Total,26.47,25.61,23.37,25.56,24.28,31.32,22.94,27.14,20.31,27.42,,
Calc annual,26.47,25.61,23.37,25.56,24.28,31.32,22.94,27.14,20.31,27.42,,
Difference,-0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,0.00,,
