CAMPBELTOWN SOUTH PARK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NR724197,Long,-5.597779,Lat,55.418206,Elevation,20,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,,,,6.7,6.22,,6.51,3.39,5.3,6.25,4.96,3.57,4.8,6.28,4.01,4.42,5.23,2.98,5.29,8.59,6.45,8.92,11,5.55,5.79,5.17,7.51,7.4,11.49,3.61,5.03,7.95,4.72,3.88,5.84,3.03,5.66,7.24,,,
February,,,,3.77,5.16,,5.14,3.75,4.12,3.26,9.71,6.23,4.42,2.51,8.17,5.88,5.57,1.56,7.47,2.28,4.52,1.3,8.37,8.23,1.64,6.79,6.96,3.67,4.64,4.27,0.28,4.15,0.13,4.33,0.89,6.75,3.11,6.08,,,
March,,,,7.4,2.93,,3.41,5.83,6.5,3.88,2.41,1.44,7.08,4.7,6.18,2.64,2.06,2.71,2.02,8.04,4.05,6.29,2.56,4.05,1.26,2.25,3.05,4.47,5.62,1.24,4.37,2.63,2.91,3.44,3.52,2.53,4.58,3.67,,,
April,,,,2.09,4.53,,2.56,3.14,4.76,4.66,3.7,3.37,1.95,5.06,3.84,2.82,3.72,2.67,1.14,2.98,3.26,2.27,5.65,5.97,3.78,5.36,2.96,3.77,2.71,1.26,2.38,1.98,5.53,2.73,3.04,5.04,1.66,3.83,,,
May,,,,3.96,2.71,,5.29,6.32,2.13,2.84,3.62,3.02,1.91,4.07,2.52,1.88,4.92,5.72,4.1,1.99,7.66,3.85,3.34,2.43,5.55,7.39,3.98,3.19,1.76,4.72,2.09,3.12,2.8,2.42,3.94,1.34,3.37,1.74,,,
June,,,,2.02,2.76,,1.62,5.19,2.15,2.53,0.2,2.26,5.63,2.54,1.73,1.94,1.59,2.59,1.69,5.15,2.83,0.77,4.74,3.12,2.41,1.12,2.8,4.72,5.66,3.04,2.95,5.77,2.35,2.38,2.37,4.2,1.95,2.98,,,
July,,,,5.53,2.68,,3.34,3.27,4.15,4.53,4.51,3.45,3.59,1.37,2.81,2.97,2.32,3.54,4.77,1.35,3.59,4.76,3.22,4.72,4.02,2.4,3.88,3.67,1.98,3.24,3.03,4.29,4.2,3.46,1.89,2.37,6.62,5.48,,,
August,,,,6.97,5.89,,4.48,6.14,4.2,3.23,7.24,3.09,6.15,1.47,4.38,2.44,3.37,5.27,3.82,3.42,5.01,6.42,4.24,8,4.79,3.22,5.25,3.86,6.19,5.83,6.21,2.41,2.56,3.81,4.75,2.16,3.14,4.56,,,
September,,,,3.91,6.5,,2.6,1.65,6.16,2.41,1.2,3.94,2.44,2.86,4.09,0.76,2.24,2.17,7.8,3.3,4.77,2.43,4.3,7.31,6.93,4.9,4.5,4.92,3.67,2.1,4.75,2.34,4.9,1.27,7.45,5.94,5.09,3.29,,,
October,,,,12.56,3.21,,7.44,5.99,2.83,5.38,2.31,5.17,6.11,4.35,2.63,5.19,6.91,12.79,8.2,1.77,5.2,5.92,3.27,6.74,4.46,6.24,6.38,5.42,7.86,6.22,9.01,3.72,7.61,5.85,9.35,10.74,5.01,4.57,,,
November,,,,5.73,5.48,,6.27,4.92,4.36,2.28,6.45,6.54,5.4,7.19,5.58,3.42,5.03,9.35,8.95,4.55,5.36,6.47,5.61,6.26,5.16,2.98,7.19,6.35,8.98,8.05,7.2,9.95,3.82,4.08,2.43,7.56,6.33,2.01,,,
December,,,,6.97,5.4,,5.76,6.38,5.54,6,6.51,10.05,9.54,4.42,8.57,7.42,6,4.1,8.28,12.04,5.95,7.65,4.83,8.77,6.1,4.32,2.71,1.77,7.29,13.08,8.01,5.15,6.83,4.42,9.22,5.73,5.89,3.87,,,
Total,,,,67.61,53.47,,54.42,55.97,52.2,47.25,52.82,52.13,59.02,46.82,54.51,41.78,48.96,55.45,63.53,55.46,58.65,57.05,61.13,71.15,51.89,52.14,57.17,53.21,67.85,56.66,55.31,53.46,48.36,42.07,54.69,57.39,52.41,49.32,,,
