WATFORD-LONDON-ORPHAN-ASYLUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ112972,Long,-0.393658,Lat,51.662589,Elevation,230,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR2114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,1.26,2.53,,,,,,,,,,,,,,1.88,0.78,2.92,3.41,0.77,0.99,2.78,3.05,0.95,4.3,0.92,1.51,0.72,2.12,1.27,4.02,3.06,0.64,3.67,1.66,1.68,3.86,4.36,2.92,2.88,,1.64,2.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,1.5,3.72,,,,,,,,,,,,,,2.46,1.14,2.43,3.62,1.21,1.3,0.77,3.19,0.67,2.33,1.37,1.44,0.42,3.51,1.6,2.03,0.82,2.9,4.68,4.15,0.93,1.18,3.02,0.88,0.13,,4.84,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,1.33,0.68,,,,,,,,,,,,,,3.5,0.92,0.58,0.81,1.85,1.55,3.48,1.44,3.42,1.26,1.05,3.08,3.2,1.13,1.72,3.29,2.47,4.27,1.23,4.55,1.79,0.74,4.03,1.89,1.8,,3.31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,3.17,1.23,,,,,,,,,,,,,,1.73,1.21,2.43,1.16,2.28,0.7,1.88,0.98,2.07,0.3,2.97,2.8,2.01,1.41,1.68,0.1,3.07,0.69,1.03,1.19,2.13,4.99,4.33,3.89,1.5,,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,1.49,0.72,,,,,,,,,,,,,,1.25,2.56,1.66,1.22,0.81,2.06,2.67,2.61,0.7,1.55,1.77,1.49,1.18,2.11,3.25,1.36,1.54,1.71,2.47,1.93,1.83,2.08,0.42,0.9,1.42,,2.19,3.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,3.75,1.67,,,,,,,,,,,,,,3.22,1.32,1.75,2.42,0.94,3.72,5.74,1.15,3.39,2.42,1.86,1.62,3.45,2.98,2.15,2.59,0.39,2.09,1.37,2.2,2.83,1,1.44,2.82,0.41,,0.38,2.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,2.61,1.92,,,,,,,,,,,,,,1.14,0.44,1.37,0.9,3,1.51,3.49,3.46,0.83,1.42,4.17,3.24,2.73,2.2,0.48,1.37,1.59,1.94,4.7,1.46,4.51,3.86,2.48,5.64,0.19,,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,1.65,0.78,,,,,,,,,,,,,,3.57,1.49,0.83,3.85,1.98,4.5,3.45,2.22,2.29,1.14,1.83,3.05,2.04,2.91,1.48,5.16,1,1.14,1.55,3.96,4.95,1.12,3.1,1.83,1.65,,2.61,2.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,2.4,3.22,,,,,,,,,,,,,,2.68,0.4,1.9,0.87,1.34,1.14,2.39,1.43,1.32,1.39,0.55,1.63,2.14,0.49,1.34,2.65,0.95,0.84,2.17,1.54,1.72,5.81,1.62,2.74,3.03,,2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,5.83,2.01,,,,,,,,,,,,,,0.81,2.4,2.49,2.34,1.91,1.57,7.5,1.48,1.31,4.72,5.03,2.34,4.55,3.16,3.38,2.48,3.42,1.92,2.5,3.09,5.56,1.78,0.78,1.4,0.99,,6.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,2.63,3.68,,,,,,,,,,,,,,0.95,2.2,3.95,2.42,0.53,1.75,1.69,1.56,3.01,3.76,2.44,0.77,0.72,3.44,3.06,2.11,2.57,2.57,2.17,4.48,1.84,2.48,1.78,1.57,2.47,,1.5,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,2.86,1.02,,,,,,,,,,,,,,3.27,2.5,1.56,3.41,4.05,1.58,2.26,2.24,1.07,2.33,3.49,2.1,3.13,4.89,5.94,3.29,1.11,7.12,5.04,3.28,0.78,2.72,5.13,3.59,1.32,,3.65,4.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,30.48,23.18,,,,,,,,,,,,,,26.46,17.36,23.87,26.43,20.67,22.37,38.1,24.81,21.03,26.92,27.45,25.07,26.29,30.35,27.35,30.45,21.99,27.83,32.58,33.49,30.55,31.62,32.49,30.07,17.79,,33.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDR 1918 May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1924 Apr, Jul, Sep, Oct estimated, so removed.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
