HAWES WATER (BOULDERSTONE NAB),,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3674,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,5.60,18.28,14.95,16.98,3.43,12.81,,,,,,
February,5.60,0.18,6.31,0.59,14.32,4.31,,,,,,
March,1.10,4.32,7.11,6.41,2.86,4.90,,,,,,
April,3.96,10.83,3.39,5.66,6.49,1.82,,,,,,
May,5.25,5.55,3.51,6.96,0.84,2.09,,,,,,
June,6.79,3.33,2.73,2.80,6.53,5.14,,,,,,
July,6.43,7.94,5.08,1.87,2.46,7.76,,,,,,
August,5.70,1.52,3.76,6.79,4.94,3.08,,,,,,
September,3.59,6.96,2.88,10.87,13.70,7.67,,,,,,
October,5.74,15.20,7.01,13.19,12.74,7.63,,,,,,
November,15.20,6.64,3.12,1.35,8.06,9.17,,,,,,
December,5.33,14.23,1.05,15.08,4.77,15.39,,,,,,
Total,70.29,94.98,60.90,88.55,81.14,81.77,,,,,,
Calc annual,70.29,94.98,60.90,88.55,81.14,81.77,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,NaN,NaN,NaN,NaN,,
