"LINCOLN ST CATHERINES",,,,,,,,,,,,
Grid ref,SK971694,Long,-0.547427,Lat,53.212801,,,,,,,
Station no,RR2726,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.37,1.10,0.86,1.75,1.91,,,,,,,
February,3.78,1.75,1.79,0.50,2.85,,,,,,,
March,0.71,2.10,1.49,3.75,1.81,,,,,,,
April,1.63,1.26,1.98,1.58,0.90,,,,,,,
May,1.60,0.94,2.70,2.52,2.25,,,,,,,
June,3.03,1.70,2.31,0.91,0.46,,,,,,,
July,1.06,2.90,1.43,2.76,3.10,,,,,,,
August,5.96,1.85,3.10,5.16,3.12,,,,,,,
September,0.75,0.96,0.81,3.69,1.85,,,,,,,
October,2.68,1.51,2.15,6.36,0.40,,,,,,,
November,2.20,2.45,1.86,1.79,0.83,,,,,,,
December,3.65,5.80,1.79,0.87,1.89,,,,,,,
Total,30.42,24.32,22.27,31.64,21.37,,,,,,,
Calc annual,30.42,24.32,22.27,31.64,21.37,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,,
