"BLETCHLEY (SEWAGE WORKS)",,,,,,,,,,,,
Grid ref,SP886347,Long,-0.710722,Lat,52.003678,,,,,,,
Station no,1021/1,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.57,1.81,0.80,0.79,2.35,3.93,1.01,2.66,3.55,2.75,,
February,4.03,0.60,1.32,2.32,1.30,0.21,2.64,1.99,0.00,2.30,,
March,3.54,2.82,0.90,2.30,1.55,0.61,1.34,1.58,2.09,1.12,,
April,3.18,1.81,2.42,0.31,0.55,1.07,0.20,0.88,2.16,0.50,,
May,1.53,2.99,2.18,2.94,4.67,0.54,1.25,1.85,0.68,1.41,,
June,1.07,1.68,1.52,3.42,2.14,2.33,1.33,5.02,1.13,2.86,,
July,1.48,0.40,3.09,3.03,0.27,4.35,2.88,1.63,2.18,2.75,,
August,4.27,3.59,3.73,5.06,0.73,4.31,3.35,1.67,0.95,3.24,,
September,2.36,2.64,1.63,2.08,1.30,1.72,2.92,1.87,0.07,3.33,,
October,1.02,4.00,1.89,2.27,1.72,1.37,1.83,2.12,1.87,4.43,,
November,4.19,3.26,2.72,4.36,1.53,0.77,1.82,1.56,1.64,3.42,,
December,1.74,2.06,0.62,2.47,2.33,3.00,2.48,1.48,3.80,3.52,,
Total,30.98,27.66,22.82,31.35,20.44,24.21,23.05,24.31,20.12,31.63,,
Calc annual,30.98,27.66,22.82,31.35,20.44,24.21,23.05,24.31,20.12,31.63,,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,,
