WITTERING-BONE-MILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TF041018,Long,-0.464281,Lat,52.604022,Elevation,183,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,2.26,2.84,1.22,2.16,0.96,2.88,1.79,3.32,1.44,2.34,1.04,1.08,1.25,1.25,0.71,3.64,2.89,2.18,4.88,1.78,3.22,2.23,3.29,1.67,1.28,1.01,1.8,4.18,1.02,0.69,1.93,1.1,0.77,0.79,,2.95,0.66,2.13,3.82,3.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,0.32,2.61,3.21,0.47,1.79,1.74,1.77,1.55,1.05,0.67,2.28,0.5,1.77,0.34,1.79,2.21,2.97,0.67,0.65,2.43,1.75,1.07,0.51,1.2,1.26,1.36,1.86,0.82,0.74,2.78,3.17,0.34,1.61,1.78,,0.31,2.23,3.31,0.09,1.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,0.77,1.48,1.89,0.79,0.72,0.22,1.71,1.59,0.09,2.1,0.35,1.43,2.66,1.63,0.52,1.31,3.13,0.19,2.08,1.91,3.62,1.61,0.65,0.25,0.41,0.78,4.31,0.59,0.92,0.64,2.85,2.15,0.76,1.78,2.13,0.57,1.73,1.26,2.1,1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,1.21,3.17,1.54,1.71,1.53,2.15,1.83,0.77,1.11,2.81,3.25,2.92,0.8,1.85,3,2.36,2.23,0.06,2.52,1.47,1.21,0.51,0.91,2.45,0.84,1.17,1.87,1.14,2.13,1.54,1.64,1.39,1.8,0.26,0.75,0.98,0.25,0.62,1.95,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,0.95,1.63,0.88,2.83,2.78,2.48,0.68,1.86,0.9,3.36,2.06,3.76,1.31,0.61,0.72,1.13,3.66,2.32,0.71,0.93,2.23,2.67,1.8,0.89,1.47,1.91,1.27,2.84,2.09,2.21,3.1,1.83,1.78,2.25,,0.64,1.36,2.06,0.71,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,0.83,0.82,0.7,2.28,0.09,2.55,3.51,3.66,0.97,0.41,2.14,0.58,1.89,1.93,3.58,3.65,1.4,1.64,1.65,0.67,0.92,1.07,1.69,2.95,1.25,1.69,2.32,3.26,1.06,1.73,1.08,1.24,2.09,2.24,2.35,2.59,2.03,4.82,0.39,1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,0.35,4.71,3.11,2.11,1.59,1.95,3.3,1.79,1.79,3.04,2.47,4.88,1.65,1.69,0.36,4.16,1.63,1.87,2.98,2.87,4.61,2.35,1.07,1.92,1.18,1.89,1.86,1.05,2.47,2.37,0.6,0.2,1.54,1.5,0.52,2.19,2.66,2.37,1.91,3.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,2.44,4.36,2.16,1.72,1.91,0.86,3.26,1.69,0.88,2.97,2.43,1.44,0.99,1.49,1.65,0.61,0.82,3.18,4,0.23,3.94,0.92,1.96,2.44,1.9,3.38,0.02,3.29,1.11,1.3,3.84,3.42,2.38,4.7,0.73,4.93,2.34,2.28,1.02,3.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,0.87,1.9,2.36,2.27,2.92,1.46,3.45,0.57,0.92,4.25,2.88,3.44,2.43,1.49,3.27,1.65,1.16,2.11,1.33,0.86,0.47,1,1.46,2.79,1.4,2.59,0.98,2.13,1.4,2.65,1.46,1.87,0.86,1.84,1.47,1.54,4.83,1.86,,3.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,1.94,0.68,3.13,4.96,2.9,2.47,1.7,3.82,2.95,1.05,0.47,3.22,2.09,0.68,2.56,1.11,2.34,1.89,3.9,2.52,1.93,1.97,1.23,2.15,1.75,1.88,0.18,2.98,3.15,0.48,1.1,2.18,1.56,1.79,1.65,1.12,1.26,1.75,0.98,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
