GLOUCESTER-BARNWOOD (BARNWOOD HOUSE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SO860180,Long,-2.204699,Lat,51.860406,Elevation,66,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2168/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,,,,,1.55,3.13,,,2.97,4.9,1.82,,4.03,3.44,3.4,,,,,2.76,0.64,0.74,2.28,2.66,3.05,2.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.02,3.82,0.31,4.51,1.24,2.54,2.54,1.87,0.73,2.86,3.01,,,
February,,,,,1.42,1.71,,,1.68,3.48,1.43,,2.61,0.9,2.17,,,,,2.85,4.61,2.92,2.73,3.97,1.52,3.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,2.01,0.86,0.36,1.8,0.15,3.52,0.39,2.04,2.73,3.28,,,
March,,,,,2.6,1,,,1.93,1.52,1.52,1.5,1.93,2.98,0.8,,,,,0.98,0.61,1.73,1.36,1.34,2.72,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.51,2.57,0.11,1.75,0.18,1.8,2.23,1.63,0.33,1.41,,,,
April,,,,,0.43,0.83,,,1.4,1.12,0.81,2.46,3.14,0.94,1.61,,,,,2.03,2.07,0.76,3.44,1.31,1.26,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.65,0.88,0.53,2.15,2.45,2.46,0.81,2.02,3.78,1.99,,,,
May,,,,,1.81,1.84,,,1.75,3.43,1.5,1.57,1.5,2.48,0.39,,,,,2.46,1.23,1.02,1.85,1.53,0.73,2.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,0.9,1.34,1.2,2.95,5.73,1.9,0.92,0.96,0.51,,,,
June,,,,,1.36,1.22,,,0.2,1.56,1.22,3.19,3.15,2.86,1.14,,,,,4.6,3,2.75,3.21,3.82,3.1,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75,2.48,1.07,0.3,3.4,1.2,1.35,0.81,2.47,2.78,,,,
July,,,,,0.51,4.28,,,0.88,0.45,1.27,4.31,5.73,2.67,0.94,,,,,2.94,5.9,1.88,4.39,3.42,3.48,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.96,2.13,1.65,2.47,3.24,1.67,0.96,1.48,0.34,4.65,,,,
August,,,,,0.68,2.83,,,3.48,1.48,1.36,1.71,2.89,2.42,1.77,,,,,4.96,0.59,3.69,2.72,0.93,1.97,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.81,2.72,1.62,2.35,3.53,2.87,0.41,1.33,1.14,0.31,,,,
September,,,,,2.25,0.08,,,2.5,3.28,1.52,6.25,2.12,1.32,4.41,,,,,3.37,3.43,1.81,3.03,4.1,1.15,3.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.83,0.89,0.19,2.71,1.88,2.66,2.23,1.58,3.98,3.46,,,,
October,,,,,1.94,3.68,,,3.08,3.44,2.77,,3.46,1.97,3.11,,,,,1.28,4.89,2.14,5.68,2.34,0.87,2.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.55,4.84,4.62,1.67,0.64,4.33,4.22,1.21,3.4,0.97,,,,
November,,,,,2.28,2.81,,,1.74,1.99,2.7,,5.04,1.63,,,,,,0.86,3.07,3.39,3.83,3.31,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.79,2.57,8.12,3.08,3.64,1.66,0.5,1.59,4.62,2.52,,,,
December,,,,,2.43,1.51,,,3.9,4.52,1.79,1.99,3.59,0.64,,,,,,1,3.09,2.8,3.1,0.43,2.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.94,2,6.38,2.81,0.95,1.01,0.3,4.91,3.39,2.89,,,,
Total,,,,,19.26,24.92,,,25.51,31.17,19.71,,39.19,24.25,,,,,,30.09,33.13,25.63,37.62,29.16,24.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.09,27.81,26.8,25.36,25.9,28.08,20.97,19.74,27.18,27.08,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1885 Nov Gauge moved 1.5 miles East to Denmark Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
