"GLOUCESTER (BARNWOOD VICARAGE)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2168/5,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.94,2.99,,,,,,,,,,
February,0.92,0.26,,,,,,,,,,
March,3.13,1.43,,,,,,,,,,
April,4.24,1.23,,,,,,,,,,
May,1.59,1.67,,,,,,,,,,
June,2.56,0.26,,,,,,,,,,
July,4.02,0.43,,,,,,,,,,
August,1.29,3.43,,,,,,,,,,
September,2.81,1.65,,,,,,,,,,
October,2.24,1.40,,,,,,,,,,
November,0.74,2.47,,,,,,,,,,
December,2.87,1.62,,,,,,,,,,
Total,30.35,18.84,,,,,,,,,,
Calc annual,30.35,18.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
