DALLOW MOOR HARPER HILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SE196702,Long,-1.701577,Lat,54.127285,Elevation,858,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,1.79,1.53,4.09,3.38,1.36,5.07,1.19,2.22,1.41,5.44,,,,2.21,,1.89,2.11,2.87,3.61,4.25,5.83,3.54,2.38,2.38,3.97,4.54,2.78,7.11,1.58,5.52,1.73,3.61,2.91,2.12,1.66,5.05,5.26,5.36,6.28,1.85,4.5,3.54,5.35,2.81,,4.21,3.67,8.58,1.74,1.91,3.43,3.4,0.5,2.85,2.96,4.75,4.04,3.27,3.83,5.56
February,,1.4,1.69,4.43,3.59,1.43,2.14,1.8,2.18,0.85,3.73,,,,3.1,,4.1,0.81,4.84,2.49,2.73,0.19,3.75,6.2,0.76,4.96,3.21,1.74,3.42,1.12,1.44,2.76,0.52,5.23,0.17,5.51,3.23,5.85,1.78,3.2,2.97,7.61,2.29,2.04,1.45,4.81,3.52,6,2.44,2.9,7.23,3.16,0.54,3.15,3.16,2.12,2.44,3.01,6.05,0.22,4.06
March,,2.94,1.12,5.25,2.27,3.03,2.22,2.57,4.42,5.61,0.67,,,,2.57,,4.07,1.69,1.53,3.3,2.98,2.45,2.71,1.6,1.63,0.76,0.89,2.45,2.98,0.24,2.22,0.45,2.22,2.17,2.68,0.83,2.21,3.84,0.45,2.6,1.99,2.88,3.47,0.7,0.43,1.36,1.51,8.34,2.08,1.3,1.56,,2.59,0.68,2.67,2.17,1.61,2.61,2.64,2.29,3.34
April,,2.51,1.63,1.53,2.38,2.62,0.6,1.91,2.33,3.15,2.99,,,,0.99,,1.7,1.55,0.77,2.02,5.21,0.92,3.28,2.96,1.93,3.4,1.29,2.07,0.55,1.42,3.4,3.72,2.99,1.25,3.46,2.99,1.59,3.67,0.18,1.55,1.92,2.3,1.27,1.36,2.74,2.22,2.25,4.41,2.66,3.4,2.25,1.87,1.81,3.09,0.77,0.98,2.23,0.18,0.81,5.05,2.21
May,,1.45,2.41,5.08,3.83,0.68,3.23,4.69,3.01,1.91,2.02,,,,1.48,,2.59,2.15,3.82,1.04,3.34,2.13,0.83,2.66,6.75,4.96,1.99,1.61,2.23,1.78,1.25,3.72,5.31,3.59,2.3,1.24,2.13,2.67,3.32,1.17,1.25,1.26,2.49,2.95,1.17,3.92,3.62,2.69,1.28,1.7,1.96,,1.59,2.09,5.36,2.89,0.84,1.51,6.04,1.04,2.95
June,,1.6,1.44,2.04,1.65,1.28,0.95,5.3,1.8,2.17,2.32,,,,2.51,,2.7,2.32,0.79,1.35,2.1,0.33,1.67,0.84,2.58,0.04,3.48,3.02,4.21,0.95,2.28,4.54,0.76,1.31,1.53,3.31,4.73,2.09,3.41,2.57,0.37,0.12,0.89,2.04,3.46,3.38,2.25,3.26,3.78,0.9,1.22,1.29,1.63,2.96,2.32,2.76,3.59,1.47,4.15,1.58,1.38
July,,3,1.99,3.32,2,0.6,1.03,2.32,2.61,3.96,3.04,,,,2.98,,2.53,1.53,3.74,1.84,6.19,1.62,4.95,3.21,4.17,1.22,2.84,4.66,0.72,3.04,5.27,4.53,3.84,2.65,0.94,0.52,3.3,2.16,3.3,4.84,4.15,2.39,2.49,1.8,2.76,2.68,3.18,2.75,1.03,2.25,3.34,1.87,1.38,2.86,2.67,1.05,5.87,3.84,4.05,1.4,5.52
August,,2.09,2.7,3.48,3.78,4.26,3.56,2.08,2.62,3.25,5.21,,,,1.68,,1.74,7.23,2.33,2.72,1.71,5.12,4.23,4.34,3.69,2.4,2.49,8.97,3.6,2.9,3.86,3.93,1.36,0.27,2.02,1.63,2.36,1.51,3.98,2.16,0.45,2.46,3.02,4.1,2.44,3.91,7.15,1.37,3.49,3.61,5.63,,3.72,3.77,6.99,1.03,8.03,6.07,4.46,0.89,3.62
September,,1.31,1.47,5.1,1.59,2.78,0.57,0.59,3.79,2.36,0.34,,,,1.84,,2.6,1.42,7.69,1.31,0.85,2.17,3.68,3.03,4.59,2.56,2.91,4.84,0.45,0.76,6.09,5.22,2.81,1.7,2.66,5.89,3.29,1.71,2.42,1.15,1.95,0.33,2.09,4.4,6.16,2.59,5.83,2.14,2.12,1.13,4.68,2.06,4.42,3.54,3.49,1.7,3.84,4.24,3,0.23,3.47
October,,1.71,3.32,9.18,0.89,2.01,5.78,6.53,2.48,3.69,4.47,,,,2.4,,6.86,4.93,2.71,4.31,3.65,2.28,1.47,3.82,3.99,4.06,3.17,4.66,5.84,3.6,3.34,1.29,4.05,3.99,2.38,5.95,2.72,2.55,9.35,4.22,3.77,4.12,2.94,2.3,3.74,5.45,2.71,1.29,1.4,4.21,2.16,1.65,4.44,2.49,6.68,2.21,1.76,4.29,3.02,4.41,7.93
November,,4.25,2.46,1.82,1.86,6.32,3.52,2.69,1.83,1.57,3.6,,,,5.37,,3.54,2.98,1.55,3.3,2.2,2.46,1.26,4.84,2.88,1.69,7.03,3.84,5.08,5.03,4.84,5.88,2.57,3.08,2.21,6.1,3.57,2.09,5.35,4.67,4.7,2.9,1.63,2.53,7.25,0.83,7.83,3.94,1.47,4.57,4.75,8.21,1.96,3.56,6.54,2.41,0.74,2.08,1.1,5.5,6.31
December,,3.21,3.65,2.4,2.66,1.06,1.9,5.08,1.62,4.91,4.02,,,,7.7,,2.57,1.31,5,3.96,3.91,5.68,4.1,3.39,4.46,3.23,0.86,2.81,2.15,8.39,3.39,1.82,1.84,0.5,6.05,2.54,3.4,3.66,4.5,1.8,2.42,1.09,2.62,1.68,3.77,2.9,3.82,3.53,3.91,6.46,1.16,5.29,2.54,1.54,3.68,5.08,4.44,3.34,5.2,8.16,4.82
Total,,27.26,25.41,47.72,29.88,27.43,30.57,36.75,30.91,34.84,37.85,,,,34.83,,36.89,30.03,37.64,31.25,39.12,31.18,35.47,39.27,39.81,33.25,34.7,43.45,38.34,30.81,42.9,39.59,31.88,28.65,28.52,38.17,37.58,37.06,43.4,36.21,27.79,31.96,28.74,31.25,38.18,,47.88,43.39,34.24,34.17,37.85,,30.02,30.23,47.18,27.36,40.14,36.68,43.79,34.6,51.17
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945 Jan 4.60 estimated from nearby stations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951 Mar 3.75; May 6.33; Aug 5.12 estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
