NORTHOP (SOUGHTON HALL),,,,,,,,,,,,
Grid ref,SJ246671,Long,-3.130074,Lat,53.195614,,,,,,,
Station no,4275,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.73,3.97,0.89,2.40,2.28,3.97,1.61,3.31,4.35,5.30,,
February,3.18,1.74,1.61,2.30,2.66,0.60,2.61,6.20,0.28,2.26,,
March,5.82,0.82,0.85,1.99,2.36,2.27,1.75,1.86,1.40,2.28,,
April,1.59,1.39,2.99,0.81,1.28,2.63,0.47,0.57,4.87,1.61,,
May,3.67,2.09,2.46,2.97,3.47,0.69,1.49,2.37,2.02,1.98,,
June,1.48,1.70,1.65,4.14,3.47,1.72,2.02,4.94,2.96,1.25,,
July,1.08,1.65,2.89,3.95,0.43,4.53,5.16,3.94,2.87,3.73,,
August,3.41,2.29,2.63,4.33,1.20,7.69,4.90,2.78,1.07,3.61,,
September,2.25,3.85,2.95,2.51,1.97,2.81,8.25,3.83,0.15,4.74,,
October,0.89,4.74,1.28,4.75,2.20,2.54,2.20,3.31,3.14,6.13,,
November,7.88,2.72,2.34,7.18,1.68,1.26,2.69,2.19,4.44,5.41,,
December,4.26,4.37,1.32,3.62,3.76,3.27,3.20,2.98,5.28,3.27,,
Total,38.24,31.33,23.86,40.95,26.76,33.98,36.35,38.28,32.83,41.57,,
Calc annual,38.24,31.33,23.86,40.95,26.76,33.98,36.35,38.28,32.83,41.57,,
Difference,0.00,-0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,,
