FLINT SOUGHTON HALL NORTHOP,,,,,,,,,,,,
Grid ref,SJ248673,Long,-3.127128,Lat,53.197440,,,,,,,
Station no,ZZ999,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.04,2.19,2.06,2.99,2.80,1.66,4.54,1.42,2.33,1.85,,
February,4.75,1.75,1.96,2.15,4.87,1.04,2.73,1.53,2.13,1.46,,
March,0.94,2.96,1.86,4.06,2.15,3.39,2.69,2.10,4.19,3.65,,
April,1.17,2.22,2.21,2.14,0.85,2.18,1.19,1.80,3.84,2.86,,
May,1.49,1.39,4.07,3.51,1.89,0.62,2.18,2.50,2.19,0.74,,
June,1.33,2.56,2.09,1.24,1.14,3.16,1.08,2.78,2.20,2.82,,
July,1.92,3.21,1.49,3.78,2.30,2.23,0.85,2.90,2.55,2.76,,
August,7.40,2.95,3.40,4.23,5.09,4.64,2.98,2.77,2.96,2.10,,
September,0.63,1.04,1.26,4.41,1.71,1.34,1.18,0.60,3.37,3.18,,
October,5.94,3.29,4.00,8.04,1.04,2.44,4.60,6.49,1.90,4.44,,
November,4.02,3.83,1.63,2.90,2.15,4.37,2.85,2.32,2.63,1.29,,
December,3.02,4.66,2.90,1.94,2.25,0.62,5.64,2.61,2.55,6.60,,
Total,35.65,32.05,28.93,41.39,28.24,27.69,32.51,29.82,32.84,33.75,,
Calc annual,35.65,32.05,28.93,41.39,28.24,27.69,32.51,29.82,32.84,33.75,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
