"WORTING (MANYDOWN PARK)",,,,,,,,,,,,
Grid ref,SU584527,Long,-1.164256,Lat,51.270468,,,,,,,
Station no,667,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.44,2.29,0.95,2.64,4.05,4.39,2.55,,3.95,3.80,,
February,7.01,0.83,2.37,3.68,1.86,0.43,3.43,,0.22,2.91,,
March,4.27,3.14,0.52,2.87,1.28,1.14,2.07,,3.51,1.65,,
April,3.72,1.75,3.48,0.30,0.45,1.54,0.21,,3.26,1.07,,
May,3.36,3.57,2.31,2.16,4.06,0.52,1.80,,0.95,1.59,,
June,0.64,1.92,1.59,3.60,3.04,1.91,1.54,,0.99,2.53,,
July,2.02,0.68,4.41,2.67,1.12,3.52,4.18,,2.73,4.25,,
August,4.65,2.43,2.26,3.01,1.14,,2.07,,2.16,3.80,,
September,3.94,3.69,1.95,3.21,1.38,3.78,3.81,,-999.00,4.54,,
October,0.82,4.71,4.05,2.57,3.85,1.96,2.72,,2.69,8.92,,
November,8.33,3.89,1.44,6.63,2.51,0.93,3.35,,3.35,4.74,,
December,2.68,3.09,0.91,2.83,3.39,4.55,3.47,,6.35,3.77,,
Total,44.88,31.99,26.24,36.17,28.13,,31.20,,,43.57,,
Calc annual,44.88,31.99,26.24,36.17,28.13,24.67,31.20,0.00,30.16,43.57,,
Difference,0.00,-0.00,-0.00,0.00,-0.00,NaN,0.00,NaN,NaN,0.00,,
