KIRBYMOORSIDE (WELBURN),,,,,,,,,,,,
Grid ref,SE681846,Long,-0.956267,Lat,54.252557,,,,,,,
Station no,3461/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,,,4.78,,
February,,,,,,,,,,2.55,,
March,,,,,,,,,,1.30,,
April,,,,,,,,,,1.14,,
May,,,,,,,,,,1.77,,
June,,,,,,,,,,0.58,,
July,,,,,,,,,,4.97,,
August,,,,,,,,,,2.98,,
September,,,,,,,,,,2.73,,
October,,,,,,,,,,6.68,,
November,,,,,,,,,,3.96,,
December,,,,,,,,,3.97,3.28,,
Total,,,,,,,,,,36.78,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.97,36.72,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.06,,
