﻿ARMAGH OBSERVATORY (10 inch Square Gauge),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NV979052,Long,-6.649791,Lat,54.35303,Elevation,207,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,6193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,3.13,0.35,2.3,3.27,1.46,2.82,3.5,2,4.67,2.83,1.82,2.92,4.61,3.67,2.69,3.06,3.57,3.43,3.7,4,1.7,3.83,1.4,5.53,3.42,2.13,1.25,0.37,1.86,4.16,4.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,1.53,1.52,1.62,1.64,1.29,1.44,1.13,1.72,0.95,0.79,1.33,4.45,2.61,3.06,3.95,4.45,2,2.73,3.85,0.34,1.64,1.5,3.61,3.2,1.38,1.7,2.63,2.7,1.88,4.03,3.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,1.63,2.12,0.83,3.91,1.06,2.58,2.03,4.15,3.03,1.7,2.3,2.31,3.1,1.84,3.56,2.28,1.99,0.96,2.37,1.32,1.05,0.93,3.19,2.74,1.76,1.97,1.85,3.17,3.09,1.3,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,0.18,1.35,1.06,4.39,5.25,2.57,1.47,1.07,2.76,1.75,1.97,0.99,1.51,3.4,2.54,3.34,1.17,3.21,3.2,0.57,2.59,0.14,1.49,3.07,1.25,2.39,4.3,1.96,3.33,2.07,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,2.9,2.44,3.22,1.23,3.3,0.4,3.08,0.63,4.29,1.66,1.86,5.21,1.17,3.88,1.89,2.37,2.32,0.26,1.48,1.43,1.08,1.86,0.42,2.14,4.05,3.47,1.12,1.99,3.42,2.09,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,4.49,2.36,2.02,1.87,1.04,1.32,3.75,4.73,3.42,4.16,2.3,0.74,2.17,0.94,0.92,0.99,0.44,1,3.39,1.36,0.86,3.13,1.51,3.23,3.51,4.01,4.46,4.16,3.09,2.77,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,5.25,2.81,1.53,2.8,3.08,1.85,1.39,3.91,3.99,0.25,1.71,2.48,3.12,4.58,0.89,1.38,1.6,5.54,2.13,5.41,3.24,3.75,2.05,3.43,0.17,5.43,6.21,2.57,5.25,2.35,3.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,2.58,3.29,2.64,2.98,3.32,3.22,4.95,5.61,2.43,3.48,2.23,3.28,3.31,2.44,2.59,1.36,1.65,2.15,2.03,5.01,3.78,3.66,2.22,2.77,2.72,3.05,1.07,4.22,3.12,3.25,2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,1.64,1.45,3.15,2.11,1.83,4.01,0.98,4.54,1.7,3.91,2.94,0.32,3.6,1.41,1.6,3.53,2.86,3.79,3.81,1.87,3.25,4.94,2.36,1.66,4.1,3.72,3.56,2.29,3.18,4.87,2.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,2.9,3.22,1.42,1.56,2.42,1.52,2.12,2.71,4.77,5.67,2.49,6.08,1.87,4.42,2.08,1.75,7.62,2.7,4.6,2.6,3.56,4.82,3.22,3.24,2.93,1.45,1.11,3.02,2.51,2.91,3.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,,2.48,0.7,1.38,3.33,1.17,3.34,1.84,3.22,1.77,3.06,5.66,4.22,3.06,0.9,3.03,2.77,1.49,1.58,3.95,2.09,3.09,3.82,2.51,3.67,1.65,1.4,3.27,3.5,5.47,3.69,2.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,,,4.19,2.08,3.55,1.7,3.67,2.39,2.12,2.15,3.31,2.02,2.12,3.12,3.9,1.83,4.95,2.97,2.38,1.05,5.34,0.69,2.84,1.84,6.77,3.27,1.67,1.57,2.48,2.97,3.43,1.91,3.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,,,32.9,23.69,24.72,30.79,28.89,27.46,28.36,36.44,37.09,31.28,28.73,36.12,34.03,32.37,30.69,30.25,29.09,28.4,39.85,26.69,28.68,34.22,30.75,37.95,28.61,32.29,33.31,32.92,39.63,35.4,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1868 - Feb IDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1868 - Total corrected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1876 Apr Jun Tot IDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
