WORSTEAD FRANKFORT MANOR,,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR6660,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,1.96,1.87,4.65,1.72,2.20,1.03,,,,,,
February,0.69,0.45,2.52,3.28,1.83,1.89,,,,,,
March,1.09,0.96,1.72,1.68,0.83,1.85,,,,,,
April,3.05,1.52,3.19,0.86,1.67,2.28,,,,,,
May,1.50,1.68,0.64,1.23,3.84,2.55,,,,,,
June,1.76,0.43,1.50,0.90,1.48,0.77,,,,,,
July,3.57,0.60,6.22,2.38,2.18,2.19,,,,,,
August,2.04,2.11,1.33,2.57,2.48,2.81,,,,,,
September,2.68,1.18,2.83,1.53,3.06,,,,,,,
October,1.01,1.90,1.46,3.51,3.94,3.94,,,,,,
November,0.63,2.43,1.96,3.89,1.60,,,,,,,
December,2.86,2.28,1.94,3.82,2.16,,,,,,,
Total,22.84,17.41,29.96,27.37,27.27,,,,,,,
Calc annual,22.84,17.41,29.96,27.37,27.27,19.31,0.00,0.00,0.00,0.00,0.00,
Difference,0.00,0.00,-0.00,-0.00,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,
