"COBHAM FAIRCROFT",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,,
January,,,1.13,,,,,,,,,
February,,,1.01,,,,,,,,,
March,,,1.34,,,,,,,,,
April,,,2.42,,,,,,,,,
May,,,1.50,,,,,,,,,
June,,,1.85,,,,,,,,,
July,,,2.14,,,,,,,,,
August,,,1.23,,,,,,,,,
September,,,2.49,,,,,,,,,
October,,,4.78,,,,,,,,,
November,,,2.17,,,,,,,,,
December,,,1.95,,,,,,,,,
Total,,,24.01,,,,,,,,,
Calc annual,0.00,0.00,24.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,NaN,NaN,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
