"SANDHURST RECTORY, HAWKHURST",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,,
January,0.45,1.29,1.21,2.17,2.19,2.37,4.12,2.39,0.79,0.96,,
February,2.93,2.18,1.58,3.93,1.67,3.64,0.42,0.67,1.57,2.15,,
March,0.67,1.93,1.28,1.33,1.94,1.70,1.34,1.85,3.89,1.97,,
April,1.49,0.73,3.30,0.92,1.42,2.51,1.81,1.62,1.62,3.03,,
May,0.21,1.32,1.76,1.97,0.46,3.37,3.50,1.92,1.17,1.30,,
June,2.84,2.82,2.15,1.34,1.56,1.51,0.54,0.86,2.58,0.80,,
July,3.39,1.45,3.20,1.99,1.78,0.33,2.34,0.58,7.35,2.41,,
August,0.97,4.23,1.96,0.50,0.80,0.62,1.42,3.74,1.82,2.98,,
September,3.23,2.87,3.25,3.30,5.06,3.92,1.06,2.98,0.70,2.08,,
October,7.01,3.14,7.41,1.45,1.77,4.46,3.49,1.70,2.70,6.52,,
November,4.15,3.64,3.30,3.70,1.39,2.80,3.99,4.42,4.11,1.40,,
December,3.52,3.40,2.75,1.48,3.81,0.96,4.87,2.23,1.64,1.65,,
Total,30.86,29.00,33.15,24.08,23.85,28.19,28.90,24.96,29.94,27.25,,
Calc annual,30.86,29.00,33.15,24.08,23.85,28.19,28.90,24.96,29.94,27.25,,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,,
