"WHIPPINGHAM, WOOTTON BRIDGE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,,
January,,,,3.15,2.44,2.24,4.58,3.11,0.87,1.15,,
February,,,,4.62,2.00,3.49,0.80,1.05,0.89,1.66,,
March,,,,0.99,2.50,1.51,2.26,0.87,3.82,2.45,,
April,,,,1.07,1.41,1.39,1.79,1.22,0.76,,,
May,,,,2.40,1.48,3.68,3.70,1.39,2.20,,,
June,,,,1.24,2.14,1.46,0.54,0.97,2.61,0.38,,
July,,,,1.08,1.95,0.85,3.37,0.76,4.17,2.46,,
August,,,,0.37,1.21,0.50,1.20,1.69,2.12,2.86,,
September,,,2.69,5.13,2.83,4.88,1.84,4.06,0.79,0.77,,
October,,,6.91,2.54,1.15,4.26,5.02,1.23,2.04,7.82,,
November,,,3.73,4.58,1.05,3.42,3.87,3.90,5.36,1.68,,
December,,,3.13,1.66,4.44,1.81,5.41,2.50,1.39,2.11,,
Total,,,,28.83,24.60,29.49,34.38,22.75,27.02,27.34,,
Calc annual,0.00,0.00,16.46,28.83,24.60,29.49,34.38,22.75,27.02,23.34,,
Difference,NaN,NaN,NaN,-0.00,0.00,0.00,0.00,0.00,0.00,4.00,,
