"LOCHGILPHEAD, EDERLINE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,,
January,4.93,1.20,6.99,,,,,,,,,
February,6.73,5.51,4.82,,,,,,,,,
March,3.97,5.78,6.59,,,,,,,,,
April,2.49,1.15,3.13,,,,,,,,,
May,1.35,2.50,3.94,,,,,,,,,
June,4.68,5.58,4.17,,,,,,,,,
July,4.27,9.20,7.82,,,,,,,,,
August,3.13,4.07,5.95,,,,,,,,,
September,4.76,4.20,5.40,,,,,,,,,
October,1.22,4.25,5.00,,,,,,,,,
November,7.44,8.36,9.56,,,,,,,,,
December,11.07,8.67,7.34,,,,,,,,,
Total,56.04,60.47,70.71,,,,,,,,,
Calc annual,56.04,60.47,70.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
