"DONEGAL REVELIN HOUSE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,,
January,3.58,1.08,3.01,,,,,,,,,
February,2.93,3.81,3.10,,,,,,,,,
March,3.04,3.57,3.36,,,,,,,,,
April,3.63,2.06,2.87,,,,,,,,,
May,2.70,2.05,1.84,,,,,,,,,
June,6.47,4.74,5.57,,,,,,,,,
July,5.08,3.59,4.82,,,,,,,,,
August,2.10,2.41,4.02,,,,,,,,,
September,3.07,3.13,4.35,,,,,,,,,
October,0.54,3.54,3.58,,,,,,,,,
November,5.93,4.10,8.33,,,,,,,,,
December,4.60,4.67,4.66,,,,,,,,,
Total,43.67,38.75,49.51,,,,,,,,,
Calc annual,43.67,38.75,49.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
