"INVERESK",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR196,,,,,,,,,,,
,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,,
January,0.60,1.04,2.01,2.55,,,,,,,,
February,1.63,2.44,3.12,1.29,,,,,,,,
March,1.83,1.83,2.50,1.29,,,,,,,,
April,3.41,0.80,2.40,1.58,,,,,,,,
May,0.83,2.04,1.48,0.82,,,,,,,,
June,1.56,1.58,2.94,1.62,,,,,,,,
July,3.65,3.55,4.86,5.14,,,,,,,,
August,0.28,6.37,1.02,3.02,,,,,,,,
September,3.48,4.20,2.26,2.21,,,,,,,,
October,4.51,2.67,2.92,2.52,,,,,,,,
November,4.08,2.56,3.26,2.31,,,,,,,,
December,2.74,1.50,5.50,1.32,,,,,,,,
Total,28.60,30.58,34.27,25.67,,,,,,,,
Calc annual,28.60,30.58,34.27,25.67,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,-0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
