"POTTON",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,,
January,,,,,,,,,,0.88,,
February,,,,,,,,,,1.46,,
March,,,,,,,,,,1.27,,
April,,,,,,,,,,2.31,,
May,,,,,,,,,,5.04,,
June,,,,,,,,,,1.54,,
July,,,,,,,,,,3.38,,
August,,,,,,,,,,1.54,,
September,,,,,,,,,,2.37,,
October,,,,,,,,,,3.32,,
November,,,,,,,,,,0.90,,
December,,,,,,,,,,1.22,,
Total,,,,,,,,,,25.23,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.23,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,,
