"HOUGHTON LE SPRING, MYRE HALL",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,,
January,,,,1.72,3.37,1.69,3.43,0.81,1.53,1.32,,
February,,,,2.17,1.28,1.00,1.36,0.42,1.46,1.04,,
March,,,,1.80,2.46,1.24,2.82,1.72,4.33,1.72,,
April,,,,1.53,2.32,1.43,1.81,0.45,2.43,3.79,,
May,,,,2.15,0.64,3.37,3.13,1.51,0.51,1.96,,
June,,,,2.11,0.91,1.77,0.97,0.31,1.81,0.34,,
July,,,,4.24,3.15,1.41,5.74,1.24,6.97,3.08,,
August,,,,1.45,0.96,3.79,1.39,1.95,1.35,3.95,,
September,,,,4.77,1.53,2.31,1.61,6.67,1.77,0.98,,
October,,,,2.06,1.98,5.11,4.24,2.97,0.89,3.89,,
November,,,,0.93,1.77,3.10,3.91,2.78,4.79,0.83,,
December,,,,2.13,1.28,0.87,3.50,3.22,0.88,1.35,,
Total,,,,27.06,21.65,27.09,33.91,24.05,28.72,24.25,,
Calc annual,0.00,0.00,0.00,27.06,21.65,27.09,33.91,24.05,28.72,24.25,,
Difference,NaN,NaN,NaN,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,,
