"BODMIN, CASTLE STREET",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,,
January,0.95,2.24,3.08,5.27,5.07,3.88,8.02,3.70,2.96,2.89,,
February,5.62,7.29,4.22,9.24,7.69,5.58,1.98,0.92,1.48,3.04,,
March,2.85,5.80,1.74,1.88,5.07,2.57,3.93,2.08,4.89,5.50,,
April,2.54,1.91,7.05,2.20,2.22,5.82,3.40,1.09,1.77,1.74,,
May,1.36,1.72,1.83,2.53,1.26,3.17,4.00,1.95,2.07,4.35,,
June,2.05,5.79,5.24,4.19,1.18,2.70,1.12,0.10,3.72,0.75,,
July,4.32,3.21,6.31,5.01,4.29,0.82,3.71,1.61,10.16,3.87,,
August,0.58,4.63,4.14,1.44,2.19,2.64,3.04,2.26,2.82,,,
September,4.18,1.98,5.28,7.04,2.71,8.74,4.13,5.11,1.86,,,
October,8.03,4.96,7.32,4.48,2.40,7.56,8.49,4.76,2.43,,,
November,4.29,6.77,6.10,5.58,3.20,4.56,3.73,4.68,9.21,,,
December,6.35,6.81,7.87,1.56,5.34,2.51,6.36,3.78,4.98,,,
Total,43.12,53.11,60.18,50.42,42.62,50.55,51.91,32.04,48.35,,,
Calc annual,43.12,53.11,60.18,50.42,42.62,50.55,51.91,32.04,48.35,22.14,,
Difference,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,NaN,,
