"BARNSTAPLE ATHENEUM",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1840,,,,,,,,,,,
,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,,
January,0.71,1.74,2.56,3.60,4.63,3.16,6.06,3.96,2.56,1.19,,
February,4.34,3.83,2.72,5.27,4.45,3.94,1.32,0.59,1.61,2.58,,
March,1.73,2.93,1.71,0.98,3.65,1.92,3.07,1.69,3.80,3.43,,
April,2.62,1.50,4.94,2.05,1.55,2.44,3.19,1.46,0.99,1.09,,
May,1.61,2.05,1.92,1.59,1.31,3.21,4.55,1.17,1.16,3.43,,
June,1.71,3.40,3.23,3.10,1.69,3.62,0.83,0.92,2.79,0.33,,
July,7.14,1.83,5.03,4.73,3.12,0.94,2.66,1.86,3.94,3.44,,
August,1.45,5.60,5.86,2.29,3.40,1.05,1.17,1.31,4.58,2.89,,
September,4.07,2.31,3.94,5.19,2.24,6.88,2.63,4.78,1.26,1.64,,
October,6.45,2.94,7.38,5.02,3.98,5.68,7.36,4.39,2.15,5.59,,
November,3.89,4.26,7.61,7.51,2.98,2.81,5.03,3.56,5.63,2.81,,
December,7.27,5.70,6.81,2.91,4.97,2.06,7.16,3.74,3.82,2.44,,
Total,42.99,38.09,53.71,44.24,37.97,37.71,45.03,29.43,34.29,30.86,,
Calc annual,42.99,38.09,53.71,44.24,37.97,37.71,45.03,29.43,34.29,30.86,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,,
