"CASTLE BANK, CERES VILLAGE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,,
January,,0.85,1.10,3.08,3.16,0.79,3.46,1.79,1.67,0.75,,
February,,4.55,2.21,1.91,1.44,2.52,0.61,1.16,0.66,1.07,,
March,,2.18,1.65,0.83,2.31,2.53,3.00,0.88,3.25,1.28,,
April,,0.78,3.53,1.48,1.44,2.40,1.13,1.20,1.58,3.11,,
May,,0.78,2.37,0.85,2.13,2.94,3.26,0.91,1.00,2.39,,
June,,2.62,2.40,2.34,0.29,0.62,0.75,0.57,2.03,0.91,,
July,,2.97,4.19,6.67,3.33,0.70,4.74,2.17,4.43,1.88,,
August,,4.98,2.57,2.81,2.62,2.17,1.42,2.04,1.99,6.01,,
September,,3.31,1.95,2.89,1.72,2.93,2.43,3.34,0.43,0.76,,
October,,3.40,4.07,1.64,1.86,1.59,2.80,0.87,1.70,2.69,,
November,,2.54,3.35,2.62,2.15,1.63,1.84,2.78,4.51,0.66,,
December,2.25,2.55,4.60,1.51,2.66,1.11,2.84,1.41,1.74,1.38,,
Total,27.00,30.47,33.99,28.63,25.11,21.93,28.28,19.12,24.99,22.89,,
Calc annual,2.25,31.51,33.99,28.63,25.11,21.93,28.28,19.12,24.99,22.89,,
Difference,24.75,-1.04,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
