"ROCHDALE, DRAKE STREET",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,,
January,0.42,0.99,3.60,4.92,5.40,2.42,,,,,,
February,2.49,6.36,3.21,2.25,2.58,3.56,,,,,,
March,3.32,4.05,3.35,1.04,2.63,2.86,,,,,,
April,1.85,1.60,4.45,1.85,1.38,1.27,,,,,,
May,2.37,4.00,1.88,0.71,1.59,2.17,,,,,,
June,2.05,2.12,7.20,4.45,0.85,4.36,,,,,,
July,6.23,3.67,6.24,2.53,4.62,1.44,,,,,,
August,2.05,5.37,3.02,2.46,2.31,1.45,,,,,,
September,4.34,2.61,2.36,5.55,2.81,6.02,,,,,,
October,3.20,3.37,3.34,5.48,2.87,5.60,,,,,,
November,3.60,4.54,5.90,4.51,1.73,2.76,,,,,,
December,6.04,4.59,4.39,3.41,4.92,2.41,,,,,,
Total,37.96,43.27,48.94,39.16,33.69,36.32,,,,,,
Calc annual,37.96,43.27,48.94,39.16,33.69,36.32,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,,
