"WANTAGE EAST HENDRED",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,,
January,,,,,,2.17,4.28,,,,,
February,,,,,,3.35,0.78,,,,,
March,,,,,,1.35,1.32,,,,,
April,,,,,,1.69,1.85,,,,,
May,,,,,,2.27,4.06,,,,,
June,,,,,,1.43,1.55,,,,,
July,,,,,,0.07,3.26,,,,,
August,,,,,,1.04,1.48,,,,,
September,,,,,,,,,,,,
October,,,,,,,,,,,,
November,,,,,0.92,,,,,,,
December,,,,,2.59,,,,,,,
Total,,,,,,,,,,,,
Calc annual,0.00,0.00,0.00,0.00,3.51,13.37,18.58,0.00,0.00,0.00,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
