"STAPENHILL (BURTON)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,,
January,,0.39,2.24,2.52,2.14,1.49,2.65,1.99,0.95,1.06,,
February,,3.80,1.99,2.64,1.04,2.22,0.53,0.37,0.24,1.81,,
March,,2.32,1.48,1.06,1.85,0.96,2.38,0.85,2.13,3.38,,
April,,0.80,3.16,1.49,1.49,2.04,1.88,1.17,1.49,3.23,,
May,,1.25,2.28,1.04,1.12,2.26,5.31,1.60,0.49,3.72,,
June,,2.36,5.25,3.55,1.71,3.17,1.64,1.00,1.53,0.84,,
July,,1.09,2.64,2.06,3.17,0.23,2.88,1.70,5.39,2.38,,
August,,4.27,1.72,1.57,2.66,1.79,1.61,1.57,2.55,3.36,,
September,,1.66,2.07,4.27,1.76,3.30,1.86,1.83,1.19,2.57,,
October,,2.80,4.92,2.15,1.30,4.65,3.64,2.04,0.55,2.65,,
November,,2.28,3.54,3.95,1.04,2.42,1.93,1.43,3.47,0.86,,
December,,2.31,4.73,0.73,2.37,0.68,2.82,1.47,1.87,2.12,,
Total,,25.33,36.02,27.03,21.65,25.21,29.13,17.02,21.85,27.98,,
Calc annual,0.00,25.33,36.02,27.03,21.65,25.21,29.13,17.02,21.85,27.98,,
Difference,NaN,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,,
