"NORTH TYNE, GREEN CRAG",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3578,,,,,,,,,,,
,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,,
January,0.62,0.46,1.80,3.25,5.33,1.60,3.33,1.21,0.98,0.97,,
February,0.94,4.14,1.93,1.51,1.52,1.19,2.54,0.80,1.22,1.81,,
March,2.45,4.47,1.48,0.96,1.44,1.58,2.54,2.27,4.52,2.68,,
April,2.32,1.47,2.04,1.00,1.68,2.18,1.65,1.20,1.92,3.35,,
May,1.33,3.26,0.62,1.70,2.00,2.97,3.27,1.92,0.78,2.04,,
June,1.18,1.49,3.32,2.19,0.39,0.88,2.43,0.37,2.47,0.46,,
July,4.35,4.41,4.75,4.98,3.85,1.30,4.03,2.29,4.49,2.39,,
August,2.71,6.15,3.90,3.05,1.46,3.00,2.63,2.24,2.31,3.64,,
September,4.97,3.78,1.74,4.00,1.74,2.07,3.43,5.27,1.08,1.24,,
October,3.00,4.26,4.11,3.11,1.46,2.56,4.62,1.55,1.38,4.82,,
November,3.04,1.88,3.98,1.43,1.76,2.30,3.43,3.23,4.83,1.04,,
December,3.15,4.53,4.03,2.69,3.05,1.77,3.59,2.70,0.97,1.30,,
Total,30.06,40.30,33.70,29.87,25.68,23.40,37.49,25.05,26.95,25.74,,
Calc annual,30.06,40.30,33.70,29.87,25.68,23.40,37.49,25.05,26.95,25.74,,
Difference,0.00,-0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,-0.00,-0.00,,
