"EATON NORWICH",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,,
January,0.12,0.95,2.12,1.49,,,,,,,,
February,1.85,3.17,1.60,2.77,,,,,,,,
March,0.94,1.79,1.35,1.55,,,,,,,,
April,1.48,1.05,3.07,1.69,,,,,,,,
May,0.55,0.76,1.60,1.20,,,,,,,,
June,3.30,1.22,3.88,3.12,,,,,,,,
July,5.69,1.73,3.06,2.67,,,,,,,,
August,1.99,3.84,1.71,0.69,,,,,,,,
September,2.73,3.14,2.58,2.80,,,,,,,,
October,4.11,3.17,6.10,3.60,,,,,,,,
November,1.97,1.98,2.52,3.66,,,,,,,,
December,2.20,3.05,4.16,1.85,,,,,,,,
Total,26.93,25.85,33.75,27.09,,,,,,,,
Calc annual,26.93,25.85,33.75,27.09,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
