"HEREFORD, HAGLEY PARK",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,,
January,0.55,1.81,1.99,3.13,2.20,1.76,3.96,1.95,0.54,0.41,,
February,3.56,2.95,1.90,3.30,2.34,2.90,0.79,0.47,0.47,1.48,,
March,0.76,1.47,1.67,0.82,2.10,1.10,2.20,1.10,2.60,2.61,,
April,1.59,0.60,3.18,0.99,1.55,2.36,1.87,0.58,0.96,3.86,,
May,2.09,0.90,2.92,1.39,0.45,2.32,5.31,1.24,0.70,4.27,,
June,4.10,2.56,2.72,3.82,3.55,2.12,2.61,1.55,3.13,0.46,,
July,4.23,1.35,2.82,3.07,2.97,0.08,2.08,0.53,4.83,3.29,,
August,0.47,3.89,1.93,0.85,1.41,1.32,1.58,2.23,1.47,2.12,,
September,3.22,2.22,2.37,4.26,2.17,2.59,2.41,1.70,0.62,1.37,,
October,5.21,2.16,4.67,3.01,0.82,2.88,3.50,1.29,0.48,2.33,,
November,1.82,2.98,3.76,2.78,1.73,2.64,2.02,3.45,7.35,0.98,,
December,3.15,2.37,2.80,0.93,2.20,0.81,3.26,1.68,2.56,1.21,,
Total,30.75,25.26,32.73,28.35,23.49,22.88,31.59,17.77,25.71,24.39,,
Calc annual,30.75,25.26,32.73,28.35,23.49,22.88,31.59,17.77,25.71,24.39,,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,,
