"BLACKSTONE EDGE, CALF LEE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,,
January,,,,,,,5.60,1.10,1.50,2.50,,
February,,,,,,,0.70,1.40,0.50,2.10,,
March,,,,,,,2.70,2.00,3.00,2.70,,
April,,,,,,,3.30,1.30,2.80,3.60,,
May,,,,,,,4.70,2.00,0.60,2.60,,
June,,,,,,,1.80,0.50,2.50,0.70,,
July,,,,,,,5.10,1.90,5.90,4.10,,
August,,,,,,,1.70,1.20,3.60,6.00,,
September,,,,,,,,5.40,1.30,1.90,,
October,,,,,,,9.80,3.20,1.70,4.60,,
November,,,,,,,2.90,2.60,6.90,1.80,,
December,,,,,,,4.90,2.60,2.80,2.70,,
Total,,,,,,,43.20,25.20,33.10,35.30,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,43.20,25.20,33.10,35.30,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,0.00,-0.00,0.00,0.00,,
